date,region,state_po,candidate,party,voteshare,candidatevotes,totalvotes,ev,version
11/06/1900,Alabama,AL,McKinley,republican,34.82453723,,,,
11/06/1900,Alabama,AL,Bryan,democrat,60.82270871,,,,
11/06/1900,Alabama,AL,Other,independent,4.352754052,,,,
11/06/1900,Arkansas,AR,McKinley,republican,35.03667902,,,,
11/06/1900,Arkansas,AR,Bryan,democrat,63.45862074,,,,
11/06/1900,Arkansas,AR,Other,independent,1.504700233,,,,
11/06/1900,California,CA,McKinley,republican,54.37386965,,,,
11/06/1900,California,CA,Bryan,democrat,41.24863038,,,,
11/06/1900,California,CA,Other,independent,4.377499967,,,,
11/06/1900,Colorado,CO,McKinley,republican,42.03642145,,,,
11/06/1900,Colorado,CO,Bryan,democrat,55.43295635,,,,
11/06/1900,Colorado,CO,Other,independent,2.5306222,,,,
11/06/1900,Connecticut,CT,McKinley,republican,56.9227781,,,,
11/06/1900,Connecticut,CT,Bryan,democrat,41.07439163,,,,
11/06/1900,Connecticut,CT,Other,independent,2.002830267,,,,
11/06/1900,Delaware,DE,McKinley,republican,53.66881802,,,,
11/06/1900,Delaware,DE,Bryan,democrat,44.89747315,,,,
11/06/1900,Delaware,DE,Other,independent,1.433708829,,,,
11/06/1900,Florida,FL,McKinley,republican,18.5502787,,,,
11/06/1900,Florida,FL,Bryan,democrat,71.30822972,,,,
11/06/1900,Florida,FL,Other,independent,10.14149159,,,,
11/06/1900,Georgia,GA,McKinley,republican,28.21843341,,,,
11/06/1900,Georgia,GA,Bryan,democrat,66.86434396,,,,
11/06/1900,Georgia,GA,Other,independent,4.917222634,,,,
11/06/1900,Idaho,ID,McKinley,republican,46.96273785,,,,
11/06/1900,Idaho,ID,Bryan,democrat,50.78910108,,,,
11/06/1900,Idaho,ID,Other,independent,2.248161066,,,,
11/06/1900,Illinois,IL,McKinley,republican,52.83033704,,,,
11/06/1900,Illinois,IL,Bryan,democrat,44.44406161,,,,
11/06/1900,Illinois,IL,Other,independent,2.725601358,,,,
11/06/1900,Indiana,IN,McKinley,republican,50.60473367,,,,
11/06/1900,Indiana,IN,Bryan,democrat,46.61749692,,,,
11/06/1900,Indiana,IN,Other,independent,2.777769412,,,,
11/06/1900,Iowa,IA,McKinley,republican,58.03810655,,,,
11/06/1900,Iowa,IA,Bryan,democrat,39.45753316,,,,
11/06/1900,Iowa,IA,Other,independent,2.504360287,,,,
11/06/1900,Kansas,KS,McKinley,republican,52.56440698,,,,
11/06/1900,Kansas,KS,Bryan,democrat,45.96286811,,,,
11/06/1900,Kansas,KS,Other,independent,1.472724909,,,,
11/06/1900,Kentucky,KY,McKinley,republican,48.50501319,,,,
11/06/1900,Kentucky,KY,Bryan,democrat,50.21216619,,,,
11/06/1900,Kentucky,KY,Other,independent,1.282820625,,,,
11/06/1900,Louisiana,LA,McKinley,republican,20.9613289,,,,
11/06/1900,Louisiana,LA,Bryan,democrat,79.03278061,,,,
11/06/1900,Louisiana,LA,Other,independent,0.005890496,,,,
11/06/1900,Maine,ME,McKinley,republican,61.88867759,,,,
11/06/1900,Maine,ME,Bryan,democrat,34.83863643,,,,
11/06/1900,Maine,ME,Other,independent,3.272685987,,,,
11/06/1900,Maryland,MD,McKinley,republican,51.50056347,,,,
11/06/1900,Maryland,MD,Bryan,democrat,46.22627953,,,,
11/06/1900,Maryland,MD,Other,independent,2.273157007,,,,
11/06/1900,Massachusetts,MA,McKinley,republican,57.58526919,,,,
11/06/1900,Massachusetts,MA,Bryan,democrat,37.84847784,,,,
11/06/1900,Massachusetts,MA,Other,independent,4.566252977,,,,
11/06/1900,Michigan,MI,McKinley,republican,58.09720801,,,,
11/06/1900,Michigan,MI,Bryan,democrat,38.88559257,,,,
11/06/1900,Michigan,MI,Other,independent,3.017199414,,,,
11/06/1900,Minnesota,MN,McKinley,republican,60.21320789,,,,
11/06/1900,Minnesota,MN,Bryan,democrat,35.69303628,,,,
11/06/1900,Minnesota,MN,Other,independent,4.093755829,,,,
11/06/1900,Mississippi,MS,McKinley,republican,9.663872661,,,,
11/06/1900,Mississippi,MS,Bryan,democrat,87.55566844,,,,
11/06/1900,Mississippi,MS,Other,independent,2.780458894,,,,
11/06/1900,Missouri,MO,McKinley,republican,45.94298887,,,,
11/06/1900,Missouri,MO,Bryan,democrat,51.47647355,,,,
11/06/1900,Missouri,MO,Other,independent,2.58053758,,,,
11/06/1900,Montana,MT,McKinley,republican,39.79109246,,,,
11/06/1900,Montana,MT,Bryan,democrat,58.42990479,,,,
11/06/1900,Montana,MT,Other,independent,1.779002756,,,,
11/06/1900,Nebraska,NE,McKinley,republican,50.46390258,,,,
11/06/1900,Nebraska,NE,Bryan,democrat,47.22404009,,,,
11/06/1900,Nebraska,NE,Other,independent,2.312057325,,,,
11/06/1900,Nevada,NV,McKinley,republican,37.75009808,,,,
11/06/1900,Nevada,NV,Bryan,democrat,62.24990192,,,,
11/06/1900,Nevada,NV,Other,independent,0,,,,
11/06/1900,New Hampshire,NH,McKinley,republican,59.3293924,,,,
11/06/1900,New Hampshire,NH,Bryan,democrat,38.42297865,,,,
11/06/1900,New Hampshire,NH,Other,independent,2.247628946,,,,
11/06/1900,New Jersey,NJ,McKinley,republican,55.27185536,,,,
11/06/1900,New Jersey,NJ,Bryan,democrat,41.09584602,,,,
11/06/1900,New Jersey,NJ,Other,independent,3.63229862,,,,
11/06/1900,New York,NY,McKinley,republican,53.10017428,,,,
11/06/1900,New York,NY,Bryan,democrat,43.82710547,,,,
11/06/1900,New York,NY,Other,independent,3.072720249,,,,
11/06/1900,North Carolina,NC,McKinley,republican,45.46626191,,,,
11/06/1900,North Carolina,NC,Bryan,democrat,53.92249366,,,,
11/06/1900,North Carolina,NC,Other,independent,0.611244436,,,,
11/06/1900,North Dakota,ND,McKinley,republican,62.11693862,,,,
11/06/1900,North Dakota,ND,Bryan,democrat,35.52629302,,,,
11/06/1900,North Dakota,ND,Other,independent,2.356768355,,,,
11/06/1900,Ohio,OH,McKinley,republican,52.29613691,,,,
11/06/1900,Ohio,OH,Bryan,democrat,45.65852589,,,,
11/06/1900,Ohio,OH,Other,independent,2.045337202,,,,
11/06/1900,Oregon,OR,McKinley,republican,55.46119566,,,,
11/06/1900,Oregon,OR,Bryan,democrat,39.41093801,,,,
11/06/1900,Oregon,OR,Other,independent,5.127866332,,,,
11/06/1900,Pennsylvania,PA,McKinley,republican,60.74487943,,,,
11/06/1900,Pennsylvania,PA,Bryan,democrat,36.15993727,,,,
11/06/1900,Pennsylvania,PA,Other,independent,3.095183301,,,,
11/06/1900,Rhode Island,RI,McKinley,republican,59.74393436,,,,
11/06/1900,Rhode Island,RI,Bryan,democrat,35.03572186,,,,
11/06/1900,Rhode Island,RI,Other,independent,5.220343779,,,,
11/06/1900,South Carolina,SC,McKinley,republican,7.043611745,,,,
11/06/1900,South Carolina,SC,Bryan,democrat,92.95638825,,,,
11/06/1900,South Carolina,SC,Other,independent,0,,,,
11/06/1900,South Dakota,SD,McKinley,republican,56.72880862,,,,
11/06/1900,South Dakota,SD,Bryan,democrat,41.1385294,,,,
11/06/1900,South Dakota,SD,Other,independent,2.132661978,,,,
11/06/1900,Tennessee,TN,McKinley,republican,44.95289564,,,,
11/06/1900,Tennessee,TN,Bryan,democrat,53.03439714,,,,
11/06/1900,Tennessee,TN,Other,independent,2.012707223,,,,
11/06/1900,Texas,TX,McKinley,republican,30.83293605,,,,
11/06/1900,Texas,TX,Bryan,democrat,63.11735024,,,,
11/06/1900,Texas,TX,Other,independent,6.049713717,,,,
11/06/1900,Utah,UT,McKinley,republican,50.58429643,,,,
11/06/1900,Utah,UT,Bryan,democrat,48.29539967,,,,
11/06/1900,Utah,UT,Other,independent,1.120303899,,,,
11/06/1900,Vermont,VT,McKinley,republican,75.72938163,,,,
11/06/1900,Vermont,VT,Bryan,democrat,22.85810859,,,,
11/06/1900,Vermont,VT,Other,independent,1.412509784,,,,
11/06/1900,Virginia,VA,McKinley,republican,43.81737116,,,,
11/06/1900,Virginia,VA,Bryan,democrat,55.28939321,,,,
11/06/1900,Virginia,VA,Other,independent,0.893235633,,,,
11/06/1900,Washington,WA,McKinley,republican,53.43551207,,,,
11/06/1900,Washington,WA,Bryan,democrat,41.69580745,,,,
11/06/1900,Washington,WA,Other,independent,4.868680481,,,,
11/06/1900,West Virginia,WV,McKinley,republican,54.27136361,,,,
11/06/1900,West Virginia,WV,Bryan,democrat,44.7503578,,,,
11/06/1900,West Virginia,WV,Other,independent,0.978278592,,,,
11/06/1900,Wisconsin,WI,McKinley,republican,60.05862134,,,,
11/06/1900,Wisconsin,WI,Bryan,democrat,35.96895826,,,,
11/06/1900,Wisconsin,WI,Other,independent,3.972420401,,,,
11/06/1900,Wyoming,WY,McKinley,republican,58.66245392,,,,
11/06/1900,Wyoming,WY,Bryan,democrat,41.17146676,,,,
11/06/1900,Wyoming,WY,Other,independent,0.166079313,,,,
11/06/1900,National Popular Vote,NPV,McKinley,republican,51.6630587,,,,
11/06/1900,National Popular Vote,NPV,Bryan,democrat,45.5068643,,,,
11/08/1904,Alabama,AL,Roosevelt,republican,20.64587257,,,,
11/08/1904,Alabama,AL,Parker,democrat,73.36763287,,,,
11/08/1904,Alabama,AL,Debs,independent,0.783683219,,,,
11/08/1904,Alabama,AL,Other,independent,5.202811337,,,,
11/08/1904,Arkansas,AR,Roosevelt,republican,40.25047028,,,,
11/08/1904,Arkansas,AR,Parker,democrat,55.34568506,,,,
11/08/1904,Arkansas,AR,Debs,independent,1.55985604,,,,
11/08/1904,Arkansas,AR,Other,independent,2.843988627,,,,
11/08/1904,California,CA,Roosevelt,republican,61.83778376,,,,
11/08/1904,California,CA,Parker,democrat,26.93881487,,,,
11/08/1904,California,CA,Debs,independent,8.899354582,,,,
11/08/1904,California,CA,Other,independent,2.324046788,,,,
11/08/1904,Colorado,CO,Roosevelt,republican,55.26435668,,,,
11/08/1904,Colorado,CO,Parker,democrat,41.08270714,,,,
11/08/1904,Colorado,CO,Debs,independent,1.766345053,,,,
11/08/1904,Colorado,CO,Other,independent,1.886591126,,,,
11/08/1904,Connecticut,CN,Roosevelt,republican,58.12282868,,,,
11/08/1904,Connecticut,CN,Parker,democrat,38.14668704,,,,
11/08/1904,Connecticut,CN,Debs,independent,2.376941108,,,,
11/08/1904,Connecticut,CN,Other,independent,1.353543175,,,,
11/08/1904,Delaware,DE,Roosevelt,republican,54.05189712,,,,
11/08/1904,Delaware,DE,Parker,democrat,44.11483035,,,,
11/08/1904,Delaware,DE,Debs,independent,0.332907698,,,,
11/08/1904,Delaware,DE,Other,independent,1.50036483,,,,
11/08/1904,Florida,FL,Roosevelt,republican,21.15037269,,,,
11/08/1904,Florida,FL,Parker,democrat,68.80358188,,,,
11/08/1904,Florida,FL,Debs,independent,5.945203389,,,,
11/08/1904,Florida,FL,Other,independent,4.100842046,,,,
11/08/1904,Georgia,GA,Roosevelt,republican,18.32562259,,,,
11/08/1904,Georgia,GA,Parker,democrat,63.72131373,,,,
11/08/1904,Georgia,GA,Debs,independent,0.149634312,,,,
11/08/1904,Georgia,GA,Other,independent,17.80342937,,,,
11/08/1904,Idaho,ID,Roosevelt,republican,65.83675494,,,,
11/08/1904,Idaho,ID,Parker,democrat,25.46226129,,,,
11/08/1904,Idaho,ID,Debs,independent,6.818870732,,,,
11/08/1904,Idaho,ID,Other,independent,1.882113037,,,,
11/08/1904,Illinois,IL,Roosevelt,republican,58.76874944,,,,
11/08/1904,Illinois,IL,Parker,democrat,30.43254104,,,,
11/08/1904,Illinois,IL,Debs,independent,6.43056798,,,,
11/08/1904,Illinois,IL,Other,independent,4.36814154,,,,
11/08/1904,Indiana,IN,Roosevelt,republican,53.98667517,,,,
11/08/1904,Indiana,IN,Parker,democrat,40.21563066,,,,
11/08/1904,Indiana,IN,Debs,independent,1.760959271,,,,
11/08/1904,Indiana,IN,Other,independent,4.036734903,,,,
11/08/1904,Iowa,IA,Roosevelt,republican,63.39486477,,,,
11/08/1904,Iowa,IA,Parker,democrat,30.70934986,,,,
11/08/1904,Iowa,IA,Debs,independent,3.05476524,,,,
11/08/1904,Iowa,IA,Other,independent,2.841020134,,,,
11/08/1904,Kansas,KS,Roosevelt,republican,64.81444846,,,,
11/08/1904,Kansas,KS,Parker,democrat,26.22770201,,,,
11/08/1904,Kansas,KS,Debs,independent,4.829848947,,,,
11/08/1904,Kansas,KS,Other,independent,4.128000584,,,,
11/08/1904,Kentucky,KY,Roosevelt,republican,47.12900222,,,,
11/08/1904,Kentucky,KY,Parker,democrat,49.81580287,,,,
11/08/1904,Kentucky,KY,Debs,independent,0.825560964,,,,
11/08/1904,Kentucky,KY,Other,independent,2.229633945,,,,
11/08/1904,Louisiana,LA,Roosevelt,republican,9.655338725,,,,
11/08/1904,Louisiana,LA,Parker,democrat,88.49892409,,,,
11/08/1904,Louisiana,LA,Debs,independent,1.845737182,,,,
11/08/1904,Louisiana,LA,Other,independent,0,,,,
11/08/1904,Maine,ME,Roosevelt,republican,67.43967925,,,,
11/08/1904,Maine,ME,Parker,democrat,28.49015182,,,,
11/08/1904,Maine,ME,Debs,independent,2.166496604,,,,
11/08/1904,Maine,ME,Other,independent,1.903672325,,,,
11/08/1904,Maryland,MD,Roosevelt,republican,48.8326666,,,1,
11/08/1904,Maryland,MD,Parker,democrat,48.809922,,,7,
11/08/1904,Maryland,MD,Debs,independent,1.002100531,,,,
11/08/1904,Maryland,MD,Other,independent,1.355310865,,,,
11/08/1904,Massachusetts,MA,Roosevelt,republican,57.92334013,,,,
11/08/1904,Massachusetts,MA,Parker,democrat,37.23717112,,,,
11/08/1904,Massachusetts,MA,Debs,independent,3.056330023,,,,
11/08/1904,Massachusetts,MA,Other,independent,1.783158732,,,,
11/08/1904,Michigan,MI,Roosevelt,republican,69.51204414,,,,
11/08/1904,Michigan,MI,Parker,democrat,25.78762616,,,,
11/08/1904,Michigan,MI,Debs,independent,1.722197144,,,,
11/08/1904,Michigan,MI,Other,independent,2.978132553,,,,
11/08/1904,Minnesota,MN,Roosevelt,republican,73.97766851,,,,
11/08/1904,Minnesota,MN,Parker,democrat,18.84415762,,,,
11/08/1904,Minnesota,MN,Debs,independent,3.992351294,,,,
11/08/1904,Minnesota,MN,Other,independent,3.185822577,,,,
11/08/1904,Mississippi,MS,Roosevelt,republican,5.585735938,,,,
11/08/1904,Mississippi,MS,Parker,democrat,91.07474328,,,,
11/08/1904,Mississippi,MS,Debs,independent,0.786771342,,,,
11/08/1904,Mississippi,MS,Other,independent,2.552749442,,,,
11/08/1904,Missouri,MO,Roosevelt,republican,49.92521678,,,,
11/08/1904,Missouri,MO,Parker,democrat,46.02111325,,,,
11/08/1904,Missouri,MO,Debs,independent,2.020467151,,,,
11/08/1904,Missouri,MO,Other,independent,2.033202819,,,,
11/08/1904,Montana,MT,Roosevelt,republican,54.20520142,,,,
11/08/1904,Montana,MT,Parker,democrat,33.78592266,,,,
11/08/1904,Montana,MT,Debs,independent,8.807646949,,,,
11/08/1904,Montana,MT,Other,independent,3.201228974,,,,
11/08/1904,Nebraska,NE,Roosevelt,republican,61.3816384,,,,
11/08/1904,Nebraska,NE,Parker,democrat,23.44417274,,,,
11/08/1904,Nebraska,NE,Debs,independent,3.283539773,,,,
11/08/1904,Nebraska,NE,Other,independent,11.89064909,,,,
11/08/1904,Nevada,NV,Roosevelt,republican,56.65703673,,,,
11/08/1904,Nevada,NV,Parker,democrat,32.86834503,,,,
11/08/1904,Nevada,NV,Debs,independent,7.635163021,,,,
11/08/1904,Nevada,NV,Other,independent,2.839455221,,,,
11/08/1904,New Hampshire,NH,Roosevelt,republican,60.07364603,,,,
11/08/1904,New Hampshire,NH,Parker,democrat,37.79239361,,,,
11/08/1904,New Hampshire,NH,Debs,independent,1.208948437,,,,
11/08/1904,New Hampshire,NH,Other,independent,0.925011923,,,,
11/08/1904,New Jersey,NJ,Roosevelt,republican,56.67915857,,,,
11/08/1904,New Jersey,NJ,Parker,democrat,38.04580774,,,,
11/08/1904,New Jersey,NJ,Debs,independent,2.216406541,,,,
11/08/1904,New Jersey,NJ,Other,independent,3.058627155,,,,
11/08/1904,New York,NY,Roosevelt,republican,53.13072934,,,,
11/08/1904,New York,NY,Parker,democrat,42.2792486,,,,
11/08/1904,New York,NY,Debs,independent,2.27986673,,,,
11/08/1904,New York,NY,Other,independent,2.310155337,,,,
11/08/1904,North Carolina,NC,Roosevelt,republican,39.67028843,,,,
11/08/1904,North Carolina,NC,Parker,democrat,59.71138207,,,,
11/08/1904,North Carolina,NC,Debs,independent,0.059667594,,,,
11/08/1904,North Carolina,NC,Other,independent,0.558661906,,,,
11/08/1904,North Dakota,ND,Roosevelt,republican,75.12069015,,,,
11/08/1904,North Dakota,ND,Parker,democrat,20.38592282,,,,
11/08/1904,North Dakota,ND,Debs,independent,2.869426115,,,,
11/08/1904,North Dakota,ND,Other,independent,1.623960922,,,,
11/08/1904,Ohio,OH,Roosevelt,republican,59.74703129,,,,
11/08/1904,Ohio,OH,Parker,democrat,34.31664697,,,,
11/08/1904,Ohio,OH,Debs,independent,3.610140652,,,,
11/08/1904,Ohio,OH,Other,independent,2.326181086,,,,
11/08/1904,Oregon,OR,Roosevelt,republican,67.05747942,,,,
11/08/1904,Oregon,OR,Parker,democrat,19.43452315,,,,
11/08/1904,Oregon,OR,Debs,independent,8.451094793,,,,
11/08/1904,Oregon,OR,Other,independent,5.056902633,,,,
11/08/1904,Pennsylvania,PA,Roosevelt,republican,67.99734463,,,,
11/08/1904,Pennsylvania,PA,Parker,democrat,27.32979823,,,,
11/08/1904,Pennsylvania,PA,Debs,independent,1.767795604,,,,
11/08/1904,Pennsylvania,PA,Other,independent,2.905061541,,,,
11/08/1904,Rhode Island,RI,Roosevelt,republican,60.5992193,,,,
11/08/1904,Rhode Island,RI,Parker,democrat,36.178921,,,,
11/08/1904,Rhode Island,RI,Debs,independent,1.392449313,,,,
11/08/1904,Rhode Island,RI,Other,independent,1.829410394,,,,
11/08/1904,South Carolina,SC,Roosevelt,republican,4.633694982,,,,
11/08/1904,South Carolina,SC,Parker,democrat,95.36449073,,,,
11/08/1904,South Carolina,SC,Debs,independent,0,,,,
11/08/1904,South Carolina,SC,Other,independent,0.001814289,,,,
11/08/1904,South Dakota,SD,Roosevelt,republican,71.09127669,,,,
11/08/1904,South Dakota,SD,Parker,democrat,21.66674885,,,,
11/08/1904,South Dakota,SD,Debs,independent,3.094827161,,,,
11/08/1904,South Dakota,SD,Other,independent,4.147147295,,,,
11/08/1904,Tennessee,TN,Roosevelt,republican,43.40391349,,,,
11/08/1904,Tennessee,TN,Parker,democrat,54.23398558,,,,
11/08/1904,Tennessee,TN,Debs,independent,0.557775489,,,,
11/08/1904,Tennessee,TN,Other,independent,1.804325438,,,,
11/08/1904,Texas,TX,Roosevelt,republican,21.89754196,,,,
11/08/1904,Texas,TX,Parker,democrat,71.4505487,,,,
11/08/1904,Texas,TX,Debs,independent,1.192694267,,,,
11/08/1904,Texas,TX,Other,independent,5.45921507,,,,
11/08/1904,Utah,UT,Roosevelt,republican,61.4190731,,,,
11/08/1904,Utah,UT,Parker,democrat,32.86352191,,,,
11/08/1904,Utah,UT,Debs,independent,5.67216146,,,,
11/08/1904,Utah,UT,Other,independent,0.045243528,,,,
11/08/1904,Vermont,VT,Roosevelt,republican,77.97371261,,,,
11/08/1904,Vermont,VT,Parker,democrat,18.84250694,,,,
11/08/1904,Vermont,VT,Debs,independent,1.655488745,,,,
11/08/1904,Vermont,VT,Other,independent,1.528291705,,,,
11/08/1904,Virginia,VA,Roosevelt,republican,36.94501955,,,,
11/08/1904,Virginia,VA,Parker,democrat,61.8426501,,,,
11/08/1904,Virginia,VA,Debs,independent,0.154896097,,,,
11/08/1904,Virginia,VA,Other,independent,1.057434246,,,,
11/08/1904,Washington,WA,Roosevelt,republican,69.95473679,,,,
11/08/1904,Washington,WA,Parker,democrat,19.35777225,,,,
11/08/1904,Washington,WA,Debs,independent,6.905222837,,,,
11/08/1904,Washington,WA,Other,independent,3.782268121,,,,
11/08/1904,West Virginia,WV,Roosevelt,republican,55.26155692,,,,
11/08/1904,West Virginia,WV,Parker,democrat,42.02536815,,,,
11/08/1904,West Virginia,WV,Debs,independent,0.655454902,,,,
11/08/1904,West Virginia,WV,Other,independent,2.057620028,,,,
11/08/1904,Wisconsin,WI,Roosevelt,republican,63.2135955,,,,
11/08/1904,Wisconsin,WI,Parker,democrat,28.00936314,,,,
11/08/1904,Wisconsin,WI,Debs,independent,6.368378206,,,,
11/08/1904,Wisconsin,WI,Other,independent,2.408663159,,,,
11/08/1904,Wyoming,WY,Roosevelt,republican,66.72202683,,,,
11/08/1904,Wyoming,WY,Parker,democrat,29.08036994,,,,
11/08/1904,Wyoming,WY,Debs,independent,3.490946984,,,,
11/08/1904,Wyoming,WY,Other,independent,0.706656246,,,,
11/08/1904,National Popular Vote,NPV,Roosevelt,republican,56.41500044,,,,
11/08/1904,National Popular Vote,NPV,Parker,democrat,37.59150965,,,,
11/08/1904,National Popular Vote,NPV,Debs,independent,2.978095351,,,,
11/03/1908,Alabama,AL,Taft,republican,24.17946861,,,,
11/03/1908,Alabama,AL,Bryan,democrat,70.87828308,,,,
11/03/1908,Alabama,AL,Debs,independent,1.381847292,,,,
11/03/1908,Alabama,AL,Other,independent,3.560401022,,,,
11/03/1908,Arkansas,AR,Taft,republican,37.29630752,,,,
11/03/1908,Arkansas,AR,Bryan,democrat,57.31382804,,,,
11/03/1908,Arkansas,AR,Debs,independent,3.847927178,,,,
11/03/1908,Arkansas,AR,Other,independent,1.541937269,,,,
11/03/1908,California,CA,Taft,republican,55.45775058,,,,
11/03/1908,California,CA,Bryan,democrat,32.97801069,,,,
11/03/1908,California,CA,Debs,independent,7.413145989,,,,
11/03/1908,California,CA,Other,independent,4.15109274,,,,
11/03/1908,Colorado,CO,Taft,republican,46.87862411,,,,
11/03/1908,Colorado,CO,Bryan,democrat,47.9970287,,,,
11/03/1908,Colorado,CO,Debs,independent,3.016774174,,,,
11/03/1908,Colorado,CO,Other,independent,2.107573013,,,,
11/03/1908,Connecticut,CN,Taft,republican,59.42800903,,,,
11/03/1908,Connecticut,CN,Bryan,democrat,35.923117,,,,
11/03/1908,Connecticut,CN,Debs,independent,2.691010142,,,,
11/03/1908,Connecticut,CN,Other,independent,1.957863823,,,,
11/03/1908,Delaware,DE,Taft,republican,52.10490137,,,,
11/03/1908,Delaware,DE,Bryan,democrat,45.94121691,,,,
11/03/1908,Delaware,DE,Debs,independent,0.497844064,,,,
11/03/1908,Delaware,DE,Other,independent,1.456037661,,,,
11/03/1908,Florida,FL,Taft,republican,21.58427877,,,,
11/03/1908,Florida,FL,Bryan,democrat,63.01458671,,,,
11/03/1908,Florida,FL,Debs,independent,7.591166937,,,,
11/03/1908,Florida,FL,Other,independent,7.809967585,,,,
11/03/1908,Georgia,GA,Taft,republican,31.21037855,,,,
11/03/1908,Georgia,GA,Bryan,democrat,54.60212522,,,,
11/03/1908,Georgia,GA,Debs,independent,0.440741412,,,,
11/03/1908,Georgia,GA,Other,independent,13.74675481,,,,
11/03/1908,Idaho,ID,Taft,republican,54.0850832,,,,
11/03/1908,Idaho,ID,Bryan,democrat,37.16814159,,,,
11/03/1908,Idaho,ID,Debs,independent,6.578068309,,,,
11/03/1908,Idaho,ID,Other,independent,2.168706896,,,,
11/03/1908,Illinois,IL,Taft,republican,54.52757575,,,,
11/03/1908,Illinois,IL,Bryan,democrat,39.02258724,,,,
11/03/1908,Illinois,IL,Debs,independent,3.004620629,,,,
11/03/1908,Illinois,IL,Other,independent,3.445216377,,,,
11/03/1908,Indiana,IN,Taft,republican,48.39556471,,,,
11/03/1908,Indiana,IN,Bryan,democrat,46.90747525,,,,
11/03/1908,Indiana,IN,Debs,independent,1.868744158,,,,
11/03/1908,Indiana,IN,Other,independent,2.828215874,,,,
11/03/1908,Iowa,IA,Taft,republican,55.62373552,,,,
11/03/1908,Iowa,IA,Bryan,democrat,40.57873472,,,,
11/03/1908,Iowa,IA,Debs,independent,1.674923045,,,,
11/03/1908,Iowa,IA,Other,independent,2.122606711,,,,
11/03/1908,Kansas,KS,Taft,republican,52.45859778,,,,
11/03/1908,Kansas,KS,Bryan,democrat,42.88089247,,,,
11/03/1908,Kansas,KS,Debs,independent,3.303665952,,,,
11/03/1908,Kansas,KS,Other,independent,1.356843802,,,,
11/03/1908,Kentucky,KY,Taft,republican,48.03380346,,,,
11/03/1908,Kentucky,KY,Bryan,democrat,49.74170554,,,,
11/03/1908,Kentucky,KY,Debs,independent,0.834082234,,,,
11/03/1908,Kentucky,KY,Other,independent,1.390408768,,,,
11/03/1908,Louisiana,LA,Taft,republican,11.92539638,,,,
11/03/1908,Louisiana,LA,Bryan,democrat,84.62531784,,,,
11/03/1908,Louisiana,LA,Debs,independent,3.346779025,,,,
11/03/1908,Louisiana,LA,Other,independent,0.102506756,,,,
11/03/1908,Maine,ME,Taft,republican,62.99559886,,,,
11/03/1908,Maine,ME,Bryan,democrat,33.29352242,,,,
11/03/1908,Maine,ME,Debs,independent,1.653250075,,,,
11/03/1908,Maine,ME,Other,independent,2.057628649,,,,
11/03/1908,Maryland,MD,Taft,republican,48.84606194,,,2,
11/03/1908,Maryland,MD,Bryan,democrat,48.59242614,,,6,
11/03/1908,Maryland,MD,Debs,independent,0.973877609,,,,
11/03/1908,Maryland,MD,Other,independent,1.587634312,,,,
11/03/1908,Massachusetts,MA,Taft,republican,58.20856651,,,,
11/03/1908,Massachusetts,MA,Bryan,democrat,34.04170105,,,,
11/03/1908,Massachusetts,MA,Debs,independent,2.359061453,,,,
11/03/1908,Massachusetts,MA,Other,independent,5.390670994,,,,
11/03/1908,Michigan,MI,Taft,republican,61.93455512,,,,
11/03/1908,Michigan,MI,Bryan,democrat,32.44024879,,,,
11/03/1908,Michigan,MI,Debs,independent,2.138309064,,,,
11/03/1908,Michigan,MI,Other,independent,3.486887031,,,,
11/03/1908,Minnesota,MN,Taft,republican,59.1127786,,,,
11/03/1908,Minnesota,MN,Bryan,democrat,33.02133388,,,,
11/03/1908,Minnesota,MN,Debs,independent,4.38479463,,,,
11/03/1908,Minnesota,MN,Other,independent,3.481092894,,,,
11/03/1908,Mississippi,MS,Taft,republican,6.521284228,,,,
11/03/1908,Mississippi,MS,Bryan,democrat,90.10970943,,,,
11/03/1908,Mississippi,MS,Debs,independent,1.461796006,,,,
11/03/1908,Mississippi,MS,Other,independent,1.907210331,,,,
11/03/1908,Missouri,MO,Taft,republican,48.49698363,,,,
11/03/1908,Missouri,MO,Bryan,democrat,48.40912551,,,,
11/03/1908,Missouri,MO,Debs,independent,2.155387351,,,,
11/03/1908,Missouri,MO,Other,independent,0.938503507,,,,
11/03/1908,Montana,MT,Taft,republican,46.98061666,,,,
11/03/1908,Montana,MT,Bryan,democrat,42.61137427,,,,
11/03/1908,Montana,MT,Debs,independent,8.507454012,,,,
11/03/1908,Montana,MT,Other,independent,1.900555055,,,,
11/03/1908,Nebraska,NE,Taft,republican,47.60025337,,,,
11/03/1908,Nebraska,NE,Bryan,democrat,49.1377404,,,,
11/03/1908,Nebraska,NE,Debs,independent,1.320844531,,,,
11/03/1908,Nebraska,NE,Other,independent,1.941161699,,,,
11/03/1908,Nevada,NV,Taft,republican,43.93296909,,,,
11/03/1908,Nevada,NV,Bryan,democrat,45.71475169,,,,
11/03/1908,Nevada,NV,Debs,independent,8.574573922,,,,
11/03/1908,Nevada,NV,Other,independent,1.777705292,,,,
11/03/1908,New Hampshire,NH,Taft,republican,59.31808036,,,,
11/03/1908,New Hampshire,NH,Bryan,democrat,37.56138393,,,,
11/03/1908,New Hampshire,NH,Debs,independent,1.449776786,,,,
11/03/1908,New Hampshire,NH,Other,independent,1.670758929,,,,
