date,region,state_po,candidate,party,voteshare,candidatevotes,totalvotes,ev,version
11/04/1924,Texas,TX,Davis,democrat,73.70317364,,,,
11/04/1924,Texas,TX,La Follette,independent,6.521735824,,,,
11/04/1924,Texas,TX,Other,independent,0,,,,
11/04/1924,Utah,UT,Coolidge,republican,49.25600357,,,,
11/04/1924,Utah,UT,Davis,democrat,29.93884961,,,,
11/04/1924,Utah,UT,La Follette,independent,20.80514682,,,,
11/04/1924,Utah,UT,Other,independent,0,,,,
11/04/1924,Vermont,VT,Coolidge,republican,78.21642683,,,,
11/04/1924,Vermont,VT,Davis,democrat,15.66699379,,,,
11/04/1924,Vermont,VT,La Follette,independent,5.794960988,,,,
11/04/1924,Vermont,VT,Other,independent,0.321618392,,,,
11/04/1924,Virginia,VA,Coolidge,republican,32.78682659,,,,
11/04/1924,Virginia,VA,Davis,democrat,62.48423538,,,,
11/04/1924,Virginia,VA,La Follette,independent,4.640835055,,,,
11/04/1924,Virginia,VA,Other,independent,0.088102969,,,,
11/04/1924,Washington,WA,Coolidge,republican,52.24161367,,,,
11/04/1924,Washington,WA,Davis,democrat,10.1629941,,,,
11/04/1924,Washington,WA,La Follette,independent,35.75551122,,,,
11/04/1924,Washington,WA,Other,independent,1.83988101,,,,
11/04/1924,West Virginia,WV,Coolidge,republican,49.45242281,,,,
11/04/1924,West Virginia,WV,Davis,democrat,44.07208282,,,,
11/04/1924,West Virginia,WV,La Follette,independent,6.291826434,,,,
11/04/1924,West Virginia,WV,Other,independent,0.183667945,,,,
11/04/1924,Wisconsin,WI,Coolidge,republican,37.06046197,,,,
11/04/1924,Wisconsin,WI,Davis,democrat,8.100962625,,,,
11/04/1924,Wisconsin,WI,La Follette,independent,53.95622876,,,,
11/04/1924,Wisconsin,WI,Other,independent,0.882346645,,,,
11/04/1924,Wyoming,WY,Coolidge,republican,52.38798498,,,,
11/04/1924,Wyoming,WY,Davis,democrat,16.10513141,,,,
11/04/1924,Wyoming,WY,La Follette,independent,31.5068836,,,,
11/04/1924,Wyoming,WY,Other,independent,0,,,,
11/04/1924,National Popular Vote,NPV,Coolidge,republican,54.03111112,,,,
11/04/1924,National Popular Vote,NPV,Davis,democrat,28.81947328,,,,
11/04/1924,National Popular Vote,NPV,La Follette,independent,16.61528022,,,,
11/06/1928,Alabama,AL,Hoover,republican,48.4876356,,,,
11/06/1928,Alabama,AL,Smith,democrat,51.32761134,,,,
11/06/1928,Alabama,AL,Other,independent,0.184753053,,,,
11/06/1928,Arizona,AZ,Hoover,republican,57.56788744,,,,
11/06/1928,Arizona,AZ,Smith,democrat,42.23047757,,,,
11/06/1928,Arizona,AZ,Other,independent,0.201634997,,,,
11/06/1928,Arkansas,AR,Hoover,republican,39.32916188,,,,
11/06/1928,Arkansas,AR,Smith,democrat,60.29348535,,,,
11/06/1928,Arkansas,AR,Other,independent,0.377352764,,,,
11/06/1928,California,CA,Hoover,republican,64.69368649,,,,
11/06/1928,California,CA,Smith,democrat,34.19491544,,,,
11/06/1928,California,CA,Other,independent,1.111398064,,,,
11/06/1928,Colorado,CO,Hoover,republican,64.72330857,,,,
11/06/1928,Colorado,CO,Smith,democrat,33.9410364,,,,
11/06/1928,Colorado,CO,Other,independent,1.335655029,,,,
11/06/1928,Connecticut,CT,Hoover,republican,53.63010826,,,,
11/06/1928,Connecticut,CT,Smith,democrat,45.57477166,,,,
11/06/1928,Connecticut,CT,Other,independent,0.795120082,,,,
11/06/1928,Delaware,DE,Hoover,republican,65.02913373,,,,
11/06/1928,Delaware,DE,Smith,democrat,34.60445175,,,,
11/06/1928,Delaware,DE,Other,independent,0.366414521,,,,
11/06/1928,Florida,FL,Hoover,republican,56.83199697,,,,
11/06/1928,Florida,FL,Smith,democrat,40.11605446,,,,
11/06/1928,Florida,FL,Other,independent,3.051948564,,,,
11/06/1928,Georgia,GA,Hoover,republican,43.3622217,,,,
11/06/1928,Georgia,GA,Smith,democrat,56.55573884,,,,
11/06/1928,Georgia,GA,Other,independent,0.082039466,,,,
11/06/1928,Idaho,ID,Hoover,republican,64.2215638,,,,
11/06/1928,Idaho,ID,Smith,democrat,34.92520176,,,,
11/06/1928,Idaho,ID,Other,independent,0.853234438,,,,
11/06/1928,Illinois,IL,Hoover,republican,56.93152896,,,,
11/06/1928,Illinois,IL,Smith,democrat,42.27905553,,,,
11/06/1928,Illinois,IL,Other,independent,0.789415506,,,,
11/06/1928,Indiana,IN,Hoover,republican,59.68350414,,,,
11/06/1928,Indiana,IN,Smith,democrat,39.58949254,,,,
11/06/1928,Indiana,IN,Other,independent,0.727003322,,,,
11/06/1928,Iowa,IA,Hoover,republican,61.77085634,,,,
11/06/1928,Iowa,IA,Smith,democrat,37.57455505,,,,
11/06/1928,Iowa,IA,Other,independent,0.654588609,,,,
11/06/1928,Kansas,KS,Hoover,republican,72.0235558,,,,
11/06/1928,Kansas,KS,Smith,democrat,27.06155356,,,,
11/06/1928,Kansas,KS,Other,independent,0.914890634,,,,
11/06/1928,Kentucky,KY,Hoover,republican,59.35933639,,,,
11/06/1928,Kentucky,KY,Smith,democrat,40.48449229,,,,
11/06/1928,Kentucky,KY,Other,independent,0.156171317,,,,
11/06/1928,Louisiana,LA,Hoover,republican,23.70351151,,,,
11/06/1928,Louisiana,LA,Smith,democrat,76.28814871,,,,
11/06/1928,Louisiana,LA,Other,independent,0.008339781,,,,
11/06/1928,Maine,ME,Hoover,republican,68.62810913,,,,
11/06/1928,Maine,ME,Smith,democrat,30.96414172,,,,
11/06/1928,Maine,ME,Other,independent,0.407749141,,,,
11/06/1928,Maryland,MD,Hoover,republican,57.06068727,,,,
11/06/1928,Maryland,MD,Smith,democrat,42.32551273,,,,
11/06/1928,Maryland,MD,Other,independent,0.613799996,,,,
11/06/1928,Massachusetts,MA,Hoover,republican,49.15418269,,,,
11/06/1928,Massachusetts,MA,Smith,democrat,50.24378527,,,,
11/06/1928,Massachusetts,MA,Other,independent,0.60203204,,,,
11/06/1928,Michigan,MI,Hoover,republican,70.35993476,,,,
11/06/1928,Michigan,MI,Smith,democrat,28.91678486,,,,
11/06/1928,Michigan,MI,Other,independent,0.723280387,,,,
11/06/1928,Minnesota,MN,Hoover,republican,57.7745485,,,,
11/06/1928,Minnesota,MN,Smith,democrat,40.8301544,,,,
11/06/1928,Minnesota,MN,Other,independent,1.395297103,,,,
11/06/1928,Mississippi,MS,Hoover,republican,17.90008702,,,,
11/06/1928,Mississippi,MS,Smith,democrat,82.09991298,,,,
11/06/1928,Mississippi,MS,Other,independent,0,,,,
11/06/1928,Missouri,MO,Hoover,republican,55.57861854,,,,
11/06/1928,Missouri,MO,Smith,democrat,44.14957877,,,,
11/06/1928,Missouri,MO,Other,independent,0.271802687,,,,
11/06/1928,Montana,MT,Hoover,republican,58.36956746,,,,
11/06/1928,Montana,MT,Smith,democrat,40.48158757,,,,
11/06/1928,Montana,MT,Other,independent,1.148844973,,,,
11/06/1928,Nebraska,NE,Hoover,republican,63.19086018,,,,
11/06/1928,Nebraska,NE,Smith,democrat,36.18042051,,,,
11/06/1928,Nebraska,NE,Other,independent,0.628719313,,,,
11/06/1928,Nevada,NV,Hoover,republican,56.53515131,,,,
11/06/1928,Nevada,NV,Smith,democrat,43.46484869,,,,
11/06/1928,Nevada,NV,Other,independent,0,,,,
11/06/1928,New Hampshire,NH,Hoover,republican,58.65305936,,,,
11/06/1928,New Hampshire,NH,Smith,democrat,41.0226828,,,,
11/06/1928,New Hampshire,NH,Other,independent,0.324257841,,,,
11/06/1928,New Jersey,NJ,Hoover,republican,59.76903034,,,,
11/06/1928,New Jersey,NJ,Smith,democrat,39.79118112,,,,
11/06/1928,New Jersey,NJ,Other,independent,0.439788535,,,,
11/06/1928,New Mexico,NM,Hoover,republican,59.01418476,,,,
11/06/1928,New Mexico,NM,Smith,democrat,40.85193282,,,,
11/06/1928,New Mexico,NM,Other,independent,0.133882421,,,,
11/06/1928,New York,NY,Hoover,republican,49.78507027,,,,
11/06/1928,New York,NY,Smith,democrat,47.43623267,,,,
11/06/1928,New York,NY,Other,independent,2.778697057,,,,
11/06/1928,North Carolina,NC,Hoover,republican,54.93552704,,,,
11/06/1928,North Carolina,NC,Smith,democrat,45.06447296,,,,
11/06/1928,North Carolina,NC,Other,independent,0,,,,
11/06/1928,North Dakota,ND,Hoover,republican,54.79745025,,,,
11/06/1928,North Dakota,ND,Smith,democrat,44.46130564,,,,
11/06/1928,North Dakota,ND,Other,independent,0.741244106,,,,
11/06/1928,Ohio,OH,Hoover,republican,64.88522716,,,,
11/06/1928,Ohio,OH,Smith,democrat,34.45338083,,,,
11/06/1928,Ohio,OH,Other,independent,0.661392009,,,,
11/06/1928,Oklahoma,OK,Hoover,republican,63.71746382,,,,
11/06/1928,Oklahoma,OK,Smith,democrat,35.4405613,,,,
11/06/1928,Oklahoma,OK,Other,independent,0.841974881,,,,
11/06/1928,Oregon,OR,Hoover,republican,64.18069525,,,,
11/06/1928,Oregon,OR,Smith,democrat,34.13837508,,,,
11/06/1928,Oregon,OR,Other,independent,1.680929669,,,,
11/06/1928,Pennsylvania,PA,Hoover,republican,65.23758891,,,,
11/06/1928,Pennsylvania,PA,Smith,democrat,33.88505718,,,,
11/06/1928,Pennsylvania,PA,Other,independent,0.877353909,,,,
11/06/1928,Rhode Island,RI,Hoover,republican,49.54678449,,,,
11/06/1928,Rhode Island,RI,Smith,democrat,50.15852003,,,,
11/06/1928,Rhode Island,RI,Other,independent,0.294695481,,,,
11/06/1928,South Carolina,SC,Hoover,republican,8.538736244,,,,
11/06/1928,South Carolina,SC,Smith,democrat,91.39275563,,,,
11/06/1928,South Carolina,SC,Other,independent,0.068508126,,,,
11/06/1928,South Dakota,SD,Hoover,republican,60.18482806,,,,
11/06/1928,South Dakota,SD,Smith,democrat,39.20340634,,,,
11/06/1928,South Dakota,SD,Other,independent,0.611765604,,,,
11/06/1928,Tennessee,TN,Hoover,republican,53.75584982,,,,
11/06/1928,Tennessee,TN,Smith,democrat,46.04000847,,,,
11/06/1928,Tennessee,TN,Other,independent,0.204141711,,,,
11/06/1928,Texas,TX,Hoover,republican,51.76819713,,,,
11/06/1928,Texas,TX,Smith,democrat,48.10049097,,,,
11/06/1928,Texas,TX,Other,independent,0.131311892,,,,
11/06/1928,Utah,UT,Hoover,republican,53.57666631,,,,
11/06/1928,Utah,UT,Smith,democrat,45.8570919,,,,
11/06/1928,Utah,UT,Other,independent,0.566241797,,,,
11/06/1928,Vermont,VT,Hoover,republican,66.8713154,,,,
11/06/1928,Vermont,VT,Smith,democrat,32.87201071,,,,
11/06/1928,Vermont,VT,Other,independent,0.256673891,,,,
11/06/1928,Virginia,VA,Hoover,republican,53.90688962,,,,
11/06/1928,Virginia,VA,Smith,democrat,45.89563725,,,,
11/06/1928,Virginia,VA,Other,independent,0.19747313,,,,
11/06/1928,Washington,WA,Hoover,republican,67.05614568,,,,
11/06/1928,Washington,WA,Smith,democrat,31.30181295,,,,
11/06/1928,Washington,WA,Other,independent,1.64204137,,,,
11/06/1928,West Virginia,WV,Hoover,republican,58.42860077,,,,
11/06/1928,West Virginia,WV,Smith,democrat,41.03977895,,,,
11/06/1928,West Virginia,WV,Other,independent,0.531620283,,,,
11/06/1928,Wisconsin,WI,Hoover,republican,53.51970976,,,,
11/06/1928,Wisconsin,WI,Smith,democrat,44.280613,,,,
11/06/1928,Wisconsin,WI,Other,independent,2.199677232,,,,
11/06/1928,Wyoming,WY,Hoover,republican,63.67839681,,,,
11/06/1928,Wyoming,WY,Smith,democrat,35.37031448,,,,
11/06/1928,Wyoming,WY,Other,independent,0.951288707,,,,
11/06/1928,National Popular Vote,NPV,Hoover,republican,58.21567199,,,,
11/06/1928,National Popular Vote,NPV,Smith,democrat,40.79404197,,,,
11/08/1932,Alabama,AL,Hoover,republican,14.132641,,,,
11/08/1932,Alabama,AL,Roosevelt,democrat,84.73878559,,,,
11/08/1932,Alabama,AL,Thomas,independent,0.827375955,,,,
11/08/1932,Alabama,AL,Other,independent,0.301197454,,,,
11/08/1932,Arizona,AZ,Hoover,republican,30.53166569,,,,
11/08/1932,Arizona,AZ,Roosevelt,democrat,67.03029996,,,,
11/08/1932,Arizona,AZ,Thomas,independent,2.213934766,,,,
11/08/1932,Arizona,AZ,Other,independent,0.224099585,,,,
11/08/1932,Arkansas,AR,Hoover,republican,12.90657502,,,,
11/08/1932,Arkansas,AR,Roosevelt,democrat,85.96313055,,,,
11/08/1932,Arkansas,AR,Thomas,independent,0.575348428,,,,
11/08/1932,Arkansas,AR,Other,independent,0.554946002,,,,
11/08/1932,California,CA,Hoover,republican,37.3860102,,,,
11/08/1932,California,CA,Roosevelt,democrat,58.38522271,,,,
11/08/1932,California,CA,Thomas,independent,2.79100304,,,,
11/08/1932,California,CA,Other,independent,1.437764058,,,,
11/08/1932,Colorado,CO,Hoover,republican,41.42859016,,,,
11/08/1932,Colorado,CO,Roosevelt,democrat,54.81302,,,,
11/08/1932,Colorado,CO,Thomas,independent,2.96943823,,,,
11/08/1932,Colorado,CO,Other,independent,0.788951619,,,,
11/08/1932,Connecticut,CN,Hoover,republican,48.54060113,,,,
11/08/1932,Connecticut,CN,Roosevelt,democrat,47.39819214,,,,
11/08/1932,Connecticut,CN,Thomas,independent,3.44674957,,,,
11/08/1932,Connecticut,CN,Other,independent,0.614457162,,,,
11/08/1932,Delaware,DE,Hoover,republican,50.55136801,,,,
11/08/1932,Delaware,DE,Roosevelt,democrat,48.11206278,,,,
11/08/1932,Delaware,DE,Thomas,independent,1.218766884,,,,
11/08/1932,Delaware,DE,Other,independent,0.117802322,,,,
11/08/1932,Florida,FL,Hoover,republican,25.03873275,,,,
11/08/1932,Florida,FL,Roosevelt,democrat,74.68072629,,,,
11/08/1932,Florida,FL,Thomas,independent,0.280540955,,,,
11/08/1932,Florida,FL,Other,independent,0,,,,
11/08/1932,Georgia,GA,Hoover,republican,7.771430807,,,,
11/08/1932,Georgia,GA,Roosevelt,democrat,91.59904535,,,,
11/08/1932,Georgia,GA,Thomas,independent,0.180366994,,,,
11/08/1932,Georgia,GA,Other,independent,0.449156853,,,,
11/08/1932,Idaho,ID,Hoover,republican,38.26764903,,,,
11/08/1932,Idaho,ID,Roosevelt,democrat,58.66255861,,,,
11/08/1932,Idaho,ID,Thomas,independent,0.281848627,,,,
11/08/1932,Idaho,ID,Other,independent,2.787943737,,,,
11/08/1932,Illinois,IL,Hoover,republican,42.04187532,,,,
11/08/1932,Illinois,IL,Roosevelt,democrat,55.23312419,,,,
11/08/1932,Illinois,IL,Thomas,independent,1.973575717,,,,
11/08/1932,Illinois,IL,Other,independent,0.751424767,,,,
11/08/1932,Indiana,IN,Hoover,republican,42.94326878,,,,
11/08/1932,Indiana,IN,Roosevelt,democrat,54.66670302,,,,
11/08/1932,Indiana,IN,Thomas,independent,1.356308821,,,,
11/08/1932,Indiana,IN,Other,independent,1.03371938,,,,
11/08/1932,Iowa,IA,Hoover,republican,39.9766757,,,,
11/08/1932,Iowa,IA,Roosevelt,democrat,57.6855888,,,,
11/08/1932,Iowa,IA,Thomas,independent,1.974269958,,,,
11/08/1932,Iowa,IA,Other,independent,0.36346554,,,,
11/08/1932,Kansas,KS,Hoover,republican,44.12976118,,,,
11/08/1932,Kansas,KS,Roosevelt,democrat,53.56259896,,,,
11/08/1932,Kansas,KS,Thomas,independent,2.307639859,,,,
11/08/1932,Kansas,KS,Other,independent,0,,,,
11/08/1932,Kentucky,KY,Hoover,republican,40.15164847,,,,
11/08/1932,Kentucky,KY,Roosevelt,democrat,59.05765958,,,,
11/08/1932,Kentucky,KY,Thomas,independent,0.391938258,,,,
11/08/1932,Kentucky,KY,Other,independent,0.398753691,,,,
11/08/1932,Louisiana,LA,Hoover,republican,7.013660511,,,,
11/08/1932,Louisiana,LA,Roosevelt,democrat,92.78805375,,,,
11/08/1932,Louisiana,LA,Thomas,independent,0,,,,
11/08/1932,Louisiana,LA,Other,independent,0.19828574,,,,
11/08/1932,Maine,ME,Hoover,republican,55.83325515,,,,
11/08/1932,Maine,ME,Roosevelt,democrat,43.19302784,,,,
11/08/1932,Maine,ME,Thomas,independent,0.833992307,,,,
11/08/1932,Maine,ME,Other,independent,0.139724706,,,,
11/08/1932,Maryland,MD,Hoover,republican,36.04002708,,,,
11/08/1932,Maryland,MD,Roosevelt,democrat,61.50308969,,,,
11/08/1932,Maryland,MD,Thomas,independent,2.052424988,,,,
11/08/1932,Maryland,MD,Other,independent,0.404458237,,,,
11/08/1932,Massachusetts,MA,Hoover,republican,46.63960955,,,,
11/08/1932,Massachusetts,MA,Roosevelt,democrat,50.63862481,,,,
11/08/1932,Massachusetts,MA,Thomas,independent,2.171045887,,,,
11/08/1932,Massachusetts,MA,Other,independent,0.550719758,,,,
11/08/1932,Michigan,MI,Hoover,republican,44.444351,,,,
11/08/1932,Michigan,MI,Roosevelt,democrat,52.36174475,,,,
11/08/1932,Michigan,MI,Thomas,independent,2.35498704,,,,
11/08/1932,Michigan,MI,Other,independent,0.838917205,,,,
11/08/1932,Minnesota,MN,Hoover,republican,36.2927198,,,,
11/08/1932,Minnesota,MN,Roosevelt,democrat,59.91027509,,,,
11/08/1932,Minnesota,MN,Thomas,independent,2.540377706,,,,
11/08/1932,Minnesota,MN,Other,independent,1.256627408,,,,
11/08/1932,Mississippi,MS,Hoover,republican,3.547119164,,,,
11/08/1932,Mississippi,MS,Roosevelt,democrat,95.98312722,,,,
11/08/1932,Mississippi,MS,Thomas,independent,0.469753619,,,,
11/08/1932,Mississippi,MS,Other,independent,0,,,,
11/08/1932,Missouri,MO,Hoover,republican,35.07765108,,,,
11/08/1932,Missouri,MO,Roosevelt,democrat,63.69400718,,,,
11/08/1932,Missouri,MO,Thomas,independent,1.017085597,,,,
11/08/1932,Missouri,MO,Other,independent,0.211256145,,,,
11/08/1932,Montana,MT,Hoover,republican,36.06723978,,,,
11/08/1932,Montana,MT,Roosevelt,democrat,58.798313,,,,
11/08/1932,Montana,MT,Thomas,independent,3.645157267,,,,
11/08/1932,Montana,MT,Other,independent,1.489289954,,,,
11/08/1932,Nebraska,NE,Hoover,republican,35.28572957,,,,
11/08/1932,Nebraska,NE,Roosevelt,democrat,62.9817044,,,,
11/08/1932,Nebraska,NE,Thomas,independent,1.732215239,,,,
11/08/1932,Nebraska,NE,Other,independent,0.000350793,,,,
11/08/1932,Nevada,NV,Hoover,republican,30.59135892,,,,
11/08/1932,Nevada,NV,Roosevelt,democrat,69.40864108,,,,
11/08/1932,Nevada,NV,Thomas,independent,0,,,,
11/08/1932,Nevada,NV,Other,independent,0,,,,
11/08/1932,New Hampshire,NH,Hoover,republican,50.42282989,,,,
11/08/1932,New Hampshire,NH,Roosevelt,democrat,48.98793305,,,,
11/08/1932,New Hampshire,NH,Thomas,independent,0.460782406,,,,
11/08/1932,New Hampshire,NH,Other,independent,0.128454652,,,,
11/08/1932,New Jersey,NJ,Hoover,republican,47.58613624,,,,
11/08/1932,New Jersey,NJ,Roosevelt,democrat,49.48459047,,,,
11/08/1932,New Jersey,NJ,Thomas,independent,2.637812158,,,,
11/08/1932,New Jersey,NJ,Other,independent,0.291461128,,,,
11/08/1932,New Mexico,NM,Hoover,republican,35.76177724,,,,
11/08/1932,New Mexico,NM,Roosevelt,democrat,62.72113241,,,,
11/08/1932,New Mexico,NM,Thomas,independent,1.171457594,,,,
11/08/1932,New Mexico,NM,Other,independent,0.345632759,,,,
11/08/1932,New York,NY,Hoover,republican,41.33338765,,,,
11/08/1932,New York,NY,Roosevelt,democrat,54.0662763,,,,
11/08/1932,New York,NY,Thomas,independent,3.783570155,,,,
11/08/1932,New York,NY,Other,independent,0.816765893,,,,
11/08/1932,North Carolina,NC,Hoover,republican,29.28232005,,,,
11/08/1932,North Carolina,NC,Roosevelt,democrat,69.93187641,,,,
11/08/1932,North Carolina,NC,Thomas,independent,0.785803534,,,,
11/08/1932,North Carolina,NC,Other,independent,0,,,,
11/08/1932,North Dakota,ND,Hoover,republican,28.00421398,,,,
11/08/1932,North Dakota,ND,Roosevelt,democrat,69.58913731,,,,
11/08/1932,North Dakota,ND,Thomas,independent,1.373834328,,,,
11/08/1932,North Dakota,ND,Other,independent,1.03281439,,,,
11/08/1932,Ohio,OH,Hoover,republican,47.02861754,,,,
11/08/1932,Ohio,OH,Roosevelt,democrat,49.87856972,,,,
11/08/1932,Ohio,OH,Thomas,independent,2.45596476,,,,
11/08/1932,Ohio,OH,Other,independent,0.636847978,,,,
11/08/1932,Oklahoma,OK,Hoover,republican,26.70397214,,,,
11/08/1932,Oklahoma,OK,Roosevelt,democrat,73.29602786,,,,
11/08/1932,Oklahoma,OK,Thomas,independent,0,,,,
11/08/1932,Oklahoma,OK,Other,independent,0,,,,
11/08/1932,Oregon,OR,Hoover,republican,36.88070758,,,,
11/08/1932,Oregon,OR,Roosevelt,democrat,57.98979415,,,,
11/08/1932,Oregon,OR,Thomas,independent,4.189171601,,,,
11/08/1932,Oregon,OR,Other,independent,0.940326674,,,,
11/08/1932,Pennsylvania,PA,Hoover,republican,50.8377061,,,,
11/08/1932,Pennsylvania,PA,Roosevelt,democrat,45.32591022,,,,
11/08/1932,Pennsylvania,PA,Thomas,independent,3.1905335,,,,
11/08/1932,Pennsylvania,PA,Other,independent,0.645850187,,,,
11/08/1932,Rhode Island,RI,Hoover,republican,43.30540632,,,,
11/08/1932,Rhode Island,RI,Roosevelt,democrat,55.0790848,,,,
11/08/1932,Rhode Island,RI,Thomas,independent,1.178945787,,,,
11/08/1932,Rhode Island,RI,Other,independent,0.436563099,,,,
11/08/1932,South Carolina,SC,Hoover,republican,1.894508989,,,,
11/08/1932,South Carolina,SC,Roosevelt,democrat,98.02695222,,,,
11/08/1932,South Carolina,SC,Thomas,independent,0.078538795,,,,
11/08/1932,South Carolina,SC,Other,independent,0,,,,
11/08/1932,South Dakota,SD,Hoover,republican,34.39630007,,,,
11/08/1932,South Dakota,SD,Roosevelt,democrat,63.62372503,,,,
11/08/1932,South Dakota,SD,Thomas,independent,0.537723878,,,,
11/08/1932,South Dakota,SD,Other,independent,1.442251021,,,,
11/08/1932,Tennessee,TN,Hoover,republican,32.47919315,,,,
11/08/1932,Tennessee,TN,Roosevelt,democrat,66.48789513,,,,
11/08/1932,Tennessee,TN,Thomas,independent,0.460210734,,,,
11/08/1932,Tennessee,TN,Other,independent,0.572700996,,,,
11/08/1932,Texas,TX,Hoover,republican,11.34538455,,,,
11/08/1932,Texas,TX,Roosevelt,democrat,88.06174472,,,,
11/08/1932,Texas,TX,Thomas,independent,0.515388696,,,,
11/08/1932,Texas,TX,Other,independent,0.077482031,,,,
11/08/1932,Utah,UT,Hoover,republican,41.04744939,,,,
11/08/1932,Utah,UT,Roosevelt,democrat,56.51618275,,,,
11/08/1932,Utah,UT,Thomas,independent,1.978429455,,,,
11/08/1932,Utah,UT,Other,independent,0.457938406,,,,
11/08/1932,Vermont,VT,Hoover,republican,57.6609724,,,,
11/08/1932,Vermont,VT,Roosevelt,democrat,41.0760695,,,,
11/08/1932,Vermont,VT,Thomas,independent,1.119141481,,,,
11/08/1932,Vermont,VT,Other,independent,0.143816616,,,,
11/08/1932,Virginia,VA,Hoover,republican,30.08538575,,,,
11/08/1932,Virginia,VA,Roosevelt,democrat,68.46265381,,,,
11/08/1932,Virginia,VA,Thomas,independent,0.799484463,,,,
11/08/1932,Virginia,VA,Other,independent,0.652475985,,,,
11/08/1932,Washington,WA,Hoover,republican,33.93627992,,,,
11/08/1932,Washington,WA,Roosevelt,democrat,57.45802796,,,,
11/08/1932,Washington,WA,Thomas,independent,2.778075971,,,,
11/08/1932,Washington,WA,Other,independent,5.827616157,,,,
11/08/1932,West Virginia,WV,Hoover,republican,44.46659872,,,,
11/08/1932,West Virginia,WV,Roosevelt,democrat,54.46869614,,,,
11/08/1932,West Virginia,WV,Thomas,independent,0.690128991,,,,
11/08/1932,West Virginia,WV,Other,independent,0.374576148,,,,
11/08/1932,Wisconsin,WI,Hoover,republican,31.19290497,,,,
11/08/1932,Wisconsin,WI,Roosevelt,democrat,63.45576996,,,,
11/08/1932,Wisconsin,WI,Thomas,independent,4.788178772,,,,
11/08/1932,Wisconsin,WI,Other,independent,0.5631463,,,,
11/08/1932,Wyoming,WY,Hoover,republican,40.82320909,,,,
11/08/1932,Wyoming,WY,Roosevelt,democrat,56.07351334,,,,
11/08/1932,Wyoming,WY,Thomas,independent,2.917637838,,,,
11/08/1932,Wyoming,WY,Other,independent,0.185639735,,,,
11/08/1932,National Popular Vote,NPV,Hoover,republican,39.64920505,,,,
11/08/1932,National Popular Vote,NPV,Roosevelt,democrat,57.40906712,,,,
11/08/1932,National Popular Vote,NPV,Thomas,independent,2.226013519,,,,
11/03/1936,Alabama,AL,Landon,republican,12.82276314,,,,
11/03/1936,Alabama,AL,Roosevelt,democrat,86.38302193,,,,
11/03/1936,Alabama,AL,Other,independent,0.794214924,,,,
11/03/1936,Arizona,AZ,Landon,republican,26.92670119,,,,
11/03/1936,Arizona,AZ,Roosevelt,democrat,69.84528402,,,,
11/03/1936,Arizona,AZ,Other,independent,3.228014787,,,,
11/03/1936,Arkansas,AR,Landon,republican,17.85668504,,,,
11/03/1936,Arkansas,AR,Roosevelt,democrat,81.79832017,,,,
11/03/1936,Arkansas,AR,Other,independent,0.344994789,,,,
11/03/1936,California,CA,Landon,republican,31.69641538,,,,
11/03/1936,California,CA,Roosevelt,democrat,66.95396005,,,,
11/03/1936,California,CA,Other,independent,1.349624576,,,,
11/03/1936,Colorado,CO,Landon,republican,37.0928862,,,,
11/03/1936,Colorado,CO,Roosevelt,democrat,60.37050528,,,,
11/03/1936,Colorado,CO,Other,independent,2.536608524,,,,
11/03/1936,Connecticut,CT,Landon,republican,40.34685395,,,,
11/03/1936,Connecticut,CT,Roosevelt,democrat,55.32304556,,,,
11/03/1936,Connecticut,CT,Other,independent,4.330100489,,,,
11/03/1936,Delaware,DE,Landon,republican,44.85474479,,,,
11/03/1936,Delaware,DE,Roosevelt,democrat,54.62410758,,,,
11/03/1936,Delaware,DE,Other,independent,0.521147622,,,,
11/03/1936,Florida,FL,Landon,republican,23.897481,,,,
11/03/1936,Florida,FL,Roosevelt,democrat,76.08205673,,,,
11/03/1936,Florida,FL,Other,independent,0.020462264,,,,
11/03/1936,Georgia,GA,Landon,republican,12.60053619,,,,
11/03/1936,Georgia,GA,Roosevelt,democrat,87.10203358,,,,
11/03/1936,Georgia,GA,Other,independent,0.29743023,,,,
11/03/1936,Idaho,ID,Landon,republican,33.19156184,,,,
11/03/1936,Idaho,ID,Roosevelt,democrat,62.96207237,,,,
11/03/1936,Idaho,ID,Other,independent,3.84636579,,,,
11/03/1936,Illinois,IL,Landon,republican,39.69124903,,,,
11/03/1936,Illinois,IL,Roosevelt,democrat,57.70216872,,,,
11/03/1936,Illinois,IL,Other,independent,2.606582246,,,,
11/03/1936,Indiana,IN,Landon,republican,41.8905601,,,,
11/03/1936,Indiana,IN,Roosevelt,democrat,56.63430244,,,,
11/03/1936,Indiana,IN,Other,independent,1.475137456,,,,
11/03/1936,Iowa,IA,Landon,republican,42.70262607,,,,
11/03/1936,Iowa,IA,Roosevelt,democrat,54.40956024,,,,
11/03/1936,Iowa,IA,Other,independent,2.887813689,,,,
11/03/1936,Kansas,KS,Landon,republican,45.95269401,,,,
11/03/1936,Kansas,KS,Roosevelt,democrat,53.66984243,,,,
11/03/1936,Kansas,KS,Other,independent,0.377463565,,,,
11/03/1936,Kentucky,KY,Landon,republican,39.91574229,,,,
11/03/1936,Kentucky,KY,Roosevelt,democrat,58.51225321,,,,
11/03/1936,Kentucky,KY,Other,independent,1.5720045,,,,
11/03/1936,Louisiana,LA,Landon,republican,11.15629302,,,,
