date,state,county,candidate,party,candidatevotes,totalvotes
11/05/1912,OH,Trumbull,Debs,independent,1640,11375
11/05/1912,OH,Trumbull,Chafin,independent,161,11375
11/05/1912,OH,Trumbull,Other,other,38,11375
11/05/1912,OH,Tuscarawas,Wilson,democrat,4978,12496
11/05/1912,OH,Tuscarawas,Taft,republican,3417,12496
11/05/1912,OH,Tuscarawas,Roosevelt,independent,1749,12496
11/05/1912,OH,Tuscarawas,Debs,independent,2177,12496
11/05/1912,OH,Tuscarawas,Chafin,independent,105,12496
11/05/1912,OH,Tuscarawas,Other,other,70,12496
11/05/1912,OH,Union,Wilson,democrat,2362,5807
11/05/1912,OH,Union,Taft,republican,2051,5807
11/05/1912,OH,Union,Roosevelt,independent,1209,5807
11/05/1912,OH,Union,Debs,independent,121,5807
11/05/1912,OH,Union,Chafin,independent,59,5807
11/05/1912,OH,Union,Other,other,5,5807
11/05/1912,OH,Van_Wert,Wilson,democrat,3287,7106
11/05/1912,OH,Van_Wert,Taft,republican,2490,7106
11/05/1912,OH,Van_Wert,Roosevelt,independent,1050,7106
11/05/1912,OH,Van_Wert,Debs,independent,209,7106
11/05/1912,OH,Van_Wert,Chafin,independent,60,7106
11/05/1912,OH,Van_Wert,Other,other,10,7106
11/05/1912,OH,Vinton,Wilson,democrat,1228,2987
11/05/1912,OH,Vinton,Taft,republican,952,2987
11/05/1912,OH,Vinton,Roosevelt,independent,581,2987
11/05/1912,OH,Vinton,Debs,independent,203,2987
11/05/1912,OH,Vinton,Chafin,independent,15,2987
11/05/1912,OH,Vinton,Other,other,8,2987
11/05/1912,OH,Warren,Wilson,democrat,2101,6267
11/05/1912,OH,Warren,Taft,republican,2788,6267
11/05/1912,OH,Warren,Roosevelt,independent,1100,6267
11/05/1912,OH,Warren,Debs,independent,207,6267
11/05/1912,OH,Warren,Chafin,independent,61,6267
11/05/1912,OH,Warren,Other,other,10,6267
11/05/1912,OH,Washington,Wilson,democrat,4637,9941
11/05/1912,OH,Washington,Taft,republican,3326,9941
11/05/1912,OH,Washington,Roosevelt,independent,1222,9941
11/05/1912,OH,Washington,Debs,independent,618,9941
11/05/1912,OH,Washington,Chafin,independent,121,9941
11/05/1912,OH,Washington,Other,other,17,9941
11/05/1912,OH,Wayne,Wilson,democrat,4737,9263
11/05/1912,OH,Wayne,Taft,republican,1674,9263
11/05/1912,OH,Wayne,Roosevelt,independent,2351,9263
11/05/1912,OH,Wayne,Debs,independent,350,9263
11/05/1912,OH,Wayne,Chafin,independent,137,9263
11/05/1912,OH,Wayne,Other,other,14,9263
11/05/1912,OH,Williams,Wilson,democrat,2875,6416
11/05/1912,OH,Williams,Taft,republican,1145,6416
11/05/1912,OH,Williams,Roosevelt,independent,2081,6416
11/05/1912,OH,Williams,Debs,independent,219,6416
11/05/1912,OH,Williams,Chafin,independent,81,6416
11/05/1912,OH,Williams,Other,other,15,6416
11/05/1912,OH,Wood,Wilson,democrat,4356,10024
11/05/1912,OH,Wood,Taft,republican,2020,10024
11/05/1912,OH,Wood,Roosevelt,independent,3021,10024
11/05/1912,OH,Wood,Debs,independent,473,10024
11/05/1912,OH,Wood,Chafin,independent,133,10024
11/05/1912,OH,Wood,Other,other,21,10024
11/05/1912,OH,Wyandot,Wilson,democrat,2848,5230
11/05/1912,OH,Wyandot,Taft,republican,1409,5230
11/05/1912,OH,Wyandot,Roosevelt,independent,854,5230
11/05/1912,OH,Wyandot,Debs,independent,93,5230
11/05/1912,OH,Wyandot,Chafin,independent,22,5230
11/05/1912,OH,Wyandot,Other,other,4,5230
11/05/1912,OK,Adair,Wilson,democrat,916,1928
11/05/1912,OK,Adair,Taft,republican,850,1928
11/05/1912,OK,Adair,Roosevelt,independent,0,1928
11/05/1912,OK,Adair,Debs,independent,151,1928
11/05/1912,OK,Adair,Chafin,independent,11,1928
11/05/1912,OK,Adair,Other,other,0,1928
11/05/1912,OK,Alfalfa,Wilson,democrat,1179,3378
11/05/1912,OK,Alfalfa,Taft,republican,1714,3378
11/05/1912,OK,Alfalfa,Roosevelt,independent,0,3378
11/05/1912,OK,Alfalfa,Debs,independent,395,3378
11/05/1912,OK,Alfalfa,Chafin,independent,90,3378
11/05/1912,OK,Alfalfa,Other,other,0,3378
11/05/1912,OK,Atoka,Wilson,democrat,1100,2346
11/05/1912,OK,Atoka,Taft,republican,669,2346
11/05/1912,OK,Atoka,Roosevelt,independent,0,2346
11/05/1912,OK,Atoka,Debs,independent,566,2346
11/05/1912,OK,Atoka,Chafin,independent,11,2346
11/05/1912,OK,Atoka,Other,other,0,2346
11/05/1912,OK,Beaver,Wilson,democrat,926,2516
11/05/1912,OK,Beaver,Taft,republican,1070,2516
11/05/1912,OK,Beaver,Roosevelt,independent,0,2516
11/05/1912,OK,Beaver,Debs,independent,446,2516
11/05/1912,OK,Beaver,Chafin,independent,74,2516
11/05/1912,OK,Beaver,Other,other,0,2516
11/05/1912,OK,Beckham,Wilson,democrat,1566,3106
11/05/1912,OK,Beckham,Taft,republican,648,3106
11/05/1912,OK,Beckham,Roosevelt,independent,0,3106
11/05/1912,OK,Beckham,Debs,independent,871,3106
11/05/1912,OK,Beckham,Chafin,independent,21,3106
11/05/1912,OK,Beckham,Other,other,0,3106
11/05/1912,OK,Blaine,Wilson,democrat,744,1949
11/05/1912,OK,Blaine,Taft,republican,831,1949
11/05/1912,OK,Blaine,Roosevelt,independent,0,1949
11/05/1912,OK,Blaine,Debs,independent,350,1949
11/05/1912,OK,Blaine,Chafin,independent,24,1949
11/05/1912,OK,Blaine,Other,other,0,1949
11/05/1912,OK,Bryan,Wilson,democrat,2278,3812
11/05/1912,OK,Bryan,Taft,republican,711,3812
11/05/1912,OK,Bryan,Roosevelt,independent,0,3812
11/05/1912,OK,Bryan,Debs,independent,809,3812
11/05/1912,OK,Bryan,Chafin,independent,14,3812
11/05/1912,OK,Bryan,Other,other,0,3812
11/05/1912,OK,Caddo,Wilson,democrat,2514,5975
11/05/1912,OK,Caddo,Taft,republican,2413,5975
11/05/1912,OK,Caddo,Roosevelt,independent,0,5975
11/05/1912,OK,Caddo,Debs,independent,993,5975
11/05/1912,OK,Caddo,Chafin,independent,55,5975
11/05/1912,OK,Caddo,Other,other,0,5975
11/05/1912,OK,Canadian,Wilson,democrat,2047,4220
11/05/1912,OK,Canadian,Taft,republican,1794,4220
11/05/1912,OK,Canadian,Roosevelt,independent,0,4220
11/05/1912,OK,Canadian,Debs,independent,337,4220
11/05/1912,OK,Canadian,Chafin,independent,42,4220
11/05/1912,OK,Canadian,Other,other,0,4220
11/05/1912,OK,Carter,Wilson,democrat,1860,3225
11/05/1912,OK,Carter,Taft,republican,652,3225
11/05/1912,OK,Carter,Roosevelt,independent,0,3225
11/05/1912,OK,Carter,Debs,independent,702,3225
11/05/1912,OK,Carter,Chafin,independent,11,3225
11/05/1912,OK,Carter,Other,other,0,3225
11/05/1912,OK,Cherokee,Wilson,democrat,1094,2204
11/05/1912,OK,Cherokee,Taft,republican,962,2204
11/05/1912,OK,Cherokee,Roosevelt,independent,0,2204
11/05/1912,OK,Cherokee,Debs,independent,139,2204
11/05/1912,OK,Cherokee,Chafin,independent,9,2204
11/05/1912,OK,Cherokee,Other,other,0,2204
11/05/1912,OK,Choctaw,Wilson,democrat,1392,2807
11/05/1912,OK,Choctaw,Taft,republican,692,2807
11/05/1912,OK,Choctaw,Roosevelt,independent,0,2807
11/05/1912,OK,Choctaw,Debs,independent,703,2807
11/05/1912,OK,Choctaw,Chafin,independent,20,2807
11/05/1912,OK,Choctaw,Other,other,0,2807
11/05/1912,OK,Cimarron,Wilson,democrat,342,711
11/05/1912,OK,Cimarron,Taft,republican,263,711
11/05/1912,OK,Cimarron,Roosevelt,independent,0,711
11/05/1912,OK,Cimarron,Debs,independent,94,711
11/05/1912,OK,Cimarron,Chafin,independent,12,711
11/05/1912,OK,Cimarron,Other,other,0,711
11/05/1912,OK,Cleveland,Wilson,democrat,1471,2862
11/05/1912,OK,Cleveland,Taft,republican,938,2862
11/05/1912,OK,Cleveland,Roosevelt,independent,0,2862
11/05/1912,OK,Cleveland,Debs,independent,424,2862
11/05/1912,OK,Cleveland,Chafin,independent,29,2862
11/05/1912,OK,Cleveland,Other,other,0,2862
11/05/1912,OK,Coal,Wilson,democrat,1109,2303
11/05/1912,OK,Coal,Taft,republican,571,2303
11/05/1912,OK,Coal,Roosevelt,independent,0,2303
11/05/1912,OK,Coal,Debs,independent,623,2303
11/05/1912,OK,Coal,Chafin,independent,0,2303
11/05/1912,OK,Coal,Other,other,0,2303
11/05/1912,OK,Comanche,Wilson,democrat,1931,3883
11/05/1912,OK,Comanche,Taft,republican,1320,3883
11/05/1912,OK,Comanche,Roosevelt,independent,0,3883
11/05/1912,OK,Comanche,Debs,independent,606,3883
11/05/1912,OK,Comanche,Chafin,independent,26,3883
11/05/1912,OK,Comanche,Other,other,0,3883
11/05/1912,OK,Cotton,Wilson,democrat,1063,1938
11/05/1912,OK,Cotton,Taft,republican,587,1938
11/05/1912,OK,Cotton,Roosevelt,independent,0,1938
11/05/1912,OK,Cotton,Debs,independent,269,1938
11/05/1912,OK,Cotton,Chafin,independent,19,1938
11/05/1912,OK,Cotton,Other,other,0,1938
11/05/1912,OK,Craig,Wilson,democrat,1772,3286
11/05/1912,OK,Craig,Taft,republican,1391,3286
11/05/1912,OK,Craig,Roosevelt,independent,0,3286
11/05/1912,OK,Craig,Debs,independent,113,3286
11/05/1912,OK,Craig,Chafin,independent,10,3286
11/05/1912,OK,Craig,Other,other,0,3286
11/05/1912,OK,Creek,Wilson,democrat,1681,4579
11/05/1912,OK,Creek,Taft,republican,1902,4579
11/05/1912,OK,Creek,Roosevelt,independent,0,4579
11/05/1912,OK,Creek,Debs,independent,948,4579
11/05/1912,OK,Creek,Chafin,independent,48,4579
11/05/1912,OK,Creek,Other,other,0,4579
11/05/1912,OK,Custer,Wilson,democrat,1774,4010
11/05/1912,OK,Custer,Taft,republican,1693,4010
11/05/1912,OK,Custer,Roosevelt,independent,0,4010
11/05/1912,OK,Custer,Debs,independent,505,4010
11/05/1912,OK,Custer,Chafin,independent,38,4010
11/05/1912,OK,Custer,Other,other,0,4010
11/05/1912,OK,Delaware,Wilson,democrat,983,1901
11/05/1912,OK,Delaware,Taft,republican,732,1901
11/05/1912,OK,Delaware,Roosevelt,independent,0,1901
11/05/1912,OK,Delaware,Debs,independent,176,1901
11/05/1912,OK,Delaware,Chafin,independent,10,1901
11/05/1912,OK,Delaware,Other,other,0,1901
11/05/1912,OK,Dewey,Wilson,democrat,1075,2952
11/05/1912,OK,Dewey,Taft,republican,1086,2952
11/05/1912,OK,Dewey,Roosevelt,independent,0,2952
11/05/1912,OK,Dewey,Debs,independent,768,2952
11/05/1912,OK,Dewey,Chafin,independent,23,2952
11/05/1912,OK,Dewey,Other,other,0,2952
11/05/1912,OK,Ellis,Wilson,democrat,918,2799
11/05/1912,OK,Ellis,Taft,republican,1373,2799
11/05/1912,OK,Ellis,Roosevelt,independent,0,2799
11/05/1912,OK,Ellis,Debs,independent,471,2799
11/05/1912,OK,Ellis,Chafin,independent,37,2799
11/05/1912,OK,Ellis,Other,other,0,2799
11/05/1912,OK,Garfield,Wilson,democrat,2353,5719
11/05/1912,OK,Garfield,Taft,republican,2900,5719
11/05/1912,OK,Garfield,Roosevelt,independent,0,5719
11/05/1912,OK,Garfield,Debs,independent,398,5719
11/05/1912,OK,Garfield,Chafin,independent,68,5719
11/05/1912,OK,Garfield,Other,other,0,5719
11/05/1912,OK,Garvin,Wilson,democrat,2114,3920
11/05/1912,OK,Garvin,Taft,republican,740,3920
11/05/1912,OK,Garvin,Roosevelt,independent,0,3920
11/05/1912,OK,Garvin,Debs,independent,1051,3920
11/05/1912,OK,Garvin,Chafin,independent,15,3920
11/05/1912,OK,Garvin,Other,other,0,3920
11/05/1912,OK,Grady,Wilson,democrat,2577,4474
11/05/1912,OK,Grady,Taft,republican,1121,4474
11/05/1912,OK,Grady,Roosevelt,independent,0,4474
11/05/1912,OK,Grady,Debs,independent,757,4474
11/05/1912,OK,Grady,Chafin,independent,19,4474
11/05/1912,OK,Grady,Other,other,0,4474
11/05/1912,OK,Grant,Wilson,democrat,1559,3650
11/05/1912,OK,Grant,Taft,republican,1729,3650
11/05/1912,OK,Grant,Roosevelt,independent,0,3650
11/05/1912,OK,Grant,Debs,independent,259,3650
11/05/1912,OK,Grant,Chafin,independent,103,3650
11/05/1912,OK,Grant,Other,other,0,3650
11/05/1912,OK,Greer,Wilson,democrat,1334,2089
11/05/1912,OK,Greer,Taft,republican,351,2089
11/05/1912,OK,Greer,Roosevelt,independent,0,2089
11/05/1912,OK,Greer,Debs,independent,385,2089
11/05/1912,OK,Greer,Chafin,independent,19,2089
11/05/1912,OK,Greer,Other,other,0,2089
11/05/1912,OK,Harmon,Wilson,democrat,895,1383
11/05/1912,OK,Harmon,Taft,republican,197,1383
11/05/1912,OK,Harmon,Roosevelt,independent,0,1383
11/05/1912,OK,Harmon,Debs,independent,279,1383
11/05/1912,OK,Harmon,Chafin,independent,12,1383
11/05/1912,OK,Harmon,Other,other,0,1383
11/05/1912,OK,Harper,Wilson,democrat,523,1505
11/05/1912,OK,Harper,Taft,republican,679,1505
11/05/1912,OK,Harper,Roosevelt,independent,0,1505
11/05/1912,OK,Harper,Debs,independent,280,1505
11/05/1912,OK,Harper,Chafin,independent,23,1505
11/05/1912,OK,Harper,Other,other,0,1505
11/05/1912,OK,Haskell,Wilson,democrat,1388,2975
11/05/1912,OK,Haskell,Taft,republican,902,2975
11/05/1912,OK,Haskell,Roosevelt,independent,0,2975
11/05/1912,OK,Haskell,Debs,independent,672,2975
11/05/1912,OK,Haskell,Chafin,independent,13,2975
11/05/1912,OK,Haskell,Other,other,0,2975
11/05/1912,OK,Hughes,Wilson,democrat,1769,4001
11/05/1912,OK,Hughes,Taft,republican,1228,4001
11/05/1912,OK,Hughes,Roosevelt,independent,0,4001
11/05/1912,OK,Hughes,Debs,independent,984,4001
11/05/1912,OK,Hughes,Chafin,independent,20,4001
11/05/1912,OK,Hughes,Other,other,0,4001
11/05/1912,OK,Jackson,Wilson,democrat,1819,3094
11/05/1912,OK,Jackson,Taft,republican,588,3094
11/05/1912,OK,Jackson,Roosevelt,independent,0,3094
11/05/1912,OK,Jackson,Debs,independent,652,3094
11/05/1912,OK,Jackson,Chafin,independent,35,3094
11/05/1912,OK,Jackson,Other,other,0,3094
11/05/1912,OK,Jefferson,Wilson,democrat,1118,2152
11/05/1912,OK,Jefferson,Taft,republican,361,2152
11/05/1912,OK,Jefferson,Roosevelt,independent,0,2152
11/05/1912,OK,Jefferson,Debs,independent,660,2152
11/05/1912,OK,Jefferson,Chafin,independent,13,2152
11/05/1912,OK,Jefferson,Other,other,0,2152
11/05/1912,OK,Johnston,Wilson,democrat,1289,2553
11/05/1912,OK,Johnston,Taft,republican,506,2553
11/05/1912,OK,Johnston,Roosevelt,independent,0,2553
11/05/1912,OK,Johnston,Debs,independent,741,2553
11/05/1912,OK,Johnston,Chafin,independent,17,2553
11/05/1912,OK,Johnston,Other,other,0,2553
11/05/1912,OK,Kay,Wilson,democrat,2380,5340
11/05/1912,OK,Kay,Taft,republican,2508,5340
11/05/1912,OK,Kay,Roosevelt,independent,0,5340
11/05/1912,OK,Kay,Debs,independent,375,5340
11/05/1912,OK,Kay,Chafin,independent,77,5340
11/05/1912,OK,Kay,Other,other,0,5340
11/05/1912,OK,Kingfisher,Wilson,democrat,1235,3116
11/05/1912,OK,Kingfisher,Taft,republican,1527,3116
11/05/1912,OK,Kingfisher,Roosevelt,independent,0,3116
11/05/1912,OK,Kingfisher,Debs,independent,318,3116
11/05/1912,OK,Kingfisher,Chafin,independent,36,3116
11/05/1912,OK,Kingfisher,Other,other,0,3116
11/05/1912,OK,Kiowa,Wilson,democrat,1831,3946
11/05/1912,OK,Kiowa,Taft,republican,1167,3946
11/05/1912,OK,Kiowa,Roosevelt,independent,0,3946
11/05/1912,OK,Kiowa,Debs,independent,918,3946
11/05/1912,OK,Kiowa,Chafin,independent,30,3946
11/05/1912,OK,Kiowa,Other,other,0,3946
11/05/1912,OK,Latimer,Wilson,democrat,722,1553
11/05/1912,OK,Latimer,Taft,republican,482,1553
11/05/1912,OK,Latimer,Roosevelt,independent,0,1553
11/05/1912,OK,Latimer,Debs,independent,342,1553
11/05/1912,OK,Latimer,Chafin,independent,7,1553
11/05/1912,OK,Latimer,Other,other,0,1553
11/05/1912,OK,Le_Flore,Wilson,democrat,2019,4085
11/05/1912,OK,Le_Flore,Taft,republican,1538,4085
11/05/1912,OK,Le_Flore,Roosevelt,independent,0,4085
11/05/1912,OK,Le_Flore,Debs,independent,507,4085
11/05/1912,OK,Le_Flore,Chafin,independent,21,4085
11/05/1912,OK,Le_Flore,Other,other,0,4085
11/05/1912,OK,Lincoln,Wilson,democrat,2137,5567
11/05/1912,OK,Lincoln,Taft,republican,2459,5567
11/05/1912,OK,Lincoln,Roosevelt,independent,0,5567
11/05/1912,OK,Lincoln,Debs,independent,915,5567
11/05/1912,OK,Lincoln,Chafin,independent,56,5567
11/05/1912,OK,Lincoln,Other,other,0,5567
11/05/1912,OK,Logan,Wilson,democrat,1700,4811
11/05/1912,OK,Logan,Taft,republican,2546,4811
11/05/1912,OK,Logan,Roosevelt,independent,0,4811
11/05/1912,OK,Logan,Debs,independent,481,4811
11/05/1912,OK,Logan,Chafin,independent,84,4811
11/05/1912,OK,Logan,Other,other,0,4811
11/05/1912,OK,Love,Wilson,democrat,750,1361
11/05/1912,OK,Love,Taft,republican,199,1361
11/05/1912,OK,Love,Roosevelt,independent,0,1361
11/05/1912,OK,Love,Debs,independent,407,1361
11/05/1912,OK,Love,Chafin,independent,5,1361
11/05/1912,OK,Love,Other,other,0,1361
11/05/1912,OK,Major,Wilson,democrat,689,2485
11/05/1912,OK,Major,Taft,republican,1200,2485
11/05/1912,OK,Major,Roosevelt,independent,0,2485
11/05/1912,OK,Major,Debs,independent,545,2485
11/05/1912,OK,Major,Chafin,independent,51,2485
11/05/1912,OK,Major,Other,other,0,2485
11/05/1912,OK,Marshall,Wilson,democrat,958,1975
11/05/1912,OK,Marshall,Taft,republican,315,1975
11/05/1912,OK,Marshall,Roosevelt,independent,0,1975
11/05/1912,OK,Marshall,Debs,independent,690,1975
11/05/1912,OK,Marshall,Chafin,independent,12,1975
11/05/1912,OK,Marshall,Other,other,0,1975
11/05/1912,OK,Mayes,Wilson,democrat,1391,2685
11/05/1912,OK,Mayes,Taft,republican,1079,2685
11/05/1912,OK,Mayes,Roosevelt,independent,0,2685
11/05/1912,OK,Mayes,Debs,independent,202,2685
11/05/1912,OK,Mayes,Chafin,independent,13,2685
11/05/1912,OK,Mayes,Other,other,0,2685
11/05/1912,OK,McClain,Wilson,democrat,1273,2265
11/05/1912,OK,McClain,Taft,republican,583,2265
11/05/1912,OK,McClain,Roosevelt,independent,0,2265
11/05/1912,OK,McClain,Debs,independent,409,2265
11/05/1912,OK,McClain,Chafin,independent,0,2265
11/05/1912,OK,McClain,Other,other,0,2265
11/05/1912,OK,McCurtain,Wilson,democrat,1059,2611
11/05/1912,OK,McCurtain,Taft,republican,704,2611
11/05/1912,OK,McCurtain,Roosevelt,independent,0,2611
11/05/1912,OK,McCurtain,Debs,independent,831,2611
11/05/1912,OK,McCurtain,Chafin,independent,17,2611
11/05/1912,OK,McCurtain,Other,other,0,2611
11/05/1912,OK,McIntosh,Wilson,democrat,1325,2835
11/05/1912,OK,McIntosh,Taft,republican,970,2835
11/05/1912,OK,McIntosh,Roosevelt,independent,0,2835
11/05/1912,OK,McIntosh,Debs,independent,528,2835
11/05/1912,OK,McIntosh,Chafin,independent,12,2835
11/05/1912,OK,McIntosh,Other,other,0,2835
11/05/1912,OK,Murray,Wilson,democrat,987,1864
11/05/1912,OK,Murray,Taft,republican,321,1864
11/05/1912,OK,Murray,Roosevelt,independent,0,1864
11/05/1912,OK,Murray,Debs,independent,550,1864
11/05/1912,OK,Murray,Chafin,independent,6,1864
11/05/1912,OK,Murray,Other,other,0,1864
11/05/1912,OK,Muskogee,Wilson,democrat,3681,6602
11/05/1912,OK,Muskogee,Taft,republican,2385,6602
11/05/1912,OK,Muskogee,Roosevelt,independent,0,6602
11/05/1912,OK,Muskogee,Debs,independent,513,6602
11/05/1912,OK,Muskogee,Chafin,independent,23,6602
11/05/1912,OK,Muskogee,Other,other,0,6602
11/05/1912,OK,Noble,Wilson,democrat,1188,2747
11/05/1912,OK,Noble,Taft,republican,1266,2747
11/05/1912,OK,Noble,Roosevelt,independent,0,2747
11/05/1912,OK,Noble,Debs,independent,270,2747
11/05/1912,OK,Noble,Chafin,independent,23,2747
11/05/1912,OK,Noble,Other,other,0,2747
11/05/1912,OK,Nowata,Wilson,democrat,1012,2271
11/05/1912,OK,Nowata,Taft,republican,1087,2271
11/05/1912,OK,Nowata,Roosevelt,independent,0,2271
11/05/1912,OK,Nowata,Debs,independent,146,2271
11/05/1912,OK,Nowata,Chafin,independent,26,2271
11/05/1912,OK,Nowata,Other,other,0,2271
11/05/1912,OK,Okfuskee,Wilson,democrat,952,2343
11/05/1912,OK,Okfuskee,Taft,republican,651,2343
11/05/1912,OK,Okfuskee,Roosevelt,independent,0,2343
11/05/1912,OK,Okfuskee,Debs,independent,724,2343
11/05/1912,OK,Okfuskee,Chafin,independent,16,2343
11/05/1912,OK,Okfuskee,Other,other,0,2343
11/05/1912,OK,Oklahoma,Wilson,democrat,6963,13574
11/05/1912,OK,Oklahoma,Taft,republican,5706,13574
11/05/1912,OK,Oklahoma,Roosevelt,independent,0,13574
11/05/1912,OK,Oklahoma,Debs,independent,822,13574
11/05/1912,OK,Oklahoma,Chafin,independent,83,13574
11/05/1912,OK,Oklahoma,Other,other,0,13574
11/05/1912,OK,Okmulgee,Wilson,democrat,1243,2950
11/05/1912,OK,Okmulgee,Taft,republican,1140,2950
11/05/1912,OK,Okmulgee,Roosevelt,independent,0,2950
11/05/1912,OK,Okmulgee,Debs,independent,540,2950
11/05/1912,OK,Okmulgee,Chafin,independent,27,2950
11/05/1912,OK,Okmulgee,Other,other,0,2950
11/05/1912,OK,Osage,Wilson,democrat,1900,4101
11/05/1912,OK,Osage,Taft,republican,1713,4101
11/05/1912,OK,Osage,Roosevelt,independent,0,4101
11/05/1912,OK,Osage,Debs,independent,467,4101
11/05/1912,OK,Osage,Chafin,independent,21,4101
11/05/1912,OK,Osage,Other,other,0,4101
11/05/1912,OK,Ottawa,Wilson,democrat,1384,2872
11/05/1912,OK,Ottawa,Taft,republican,1315,2872
11/05/1912,OK,Ottawa,Roosevelt,independent,0,2872
11/05/1912,OK,Ottawa,Debs,independent,165,2872
11/05/1912,OK,Ottawa,Chafin,independent,8,2872
11/05/1912,OK,Ottawa,Other,other,0,2872
11/05/1912,OK,Pawnee,Wilson,democrat,1316,3122
11/05/1912,OK,Pawnee,Taft,republican,1332,3122
11/05/1912,OK,Pawnee,Roosevelt,independent,0,3122
11/05/1912,OK,Pawnee,Debs,independent,443,3122
11/05/1912,OK,Pawnee,Chafin,independent,31,3122
11/05/1912,OK,Pawnee,Other,other,0,3122
11/05/1912,OK,Payne,Wilson,democrat,1534,4011
11/05/1912,OK,Payne,Taft,republican,1669,4011
11/05/1912,OK,Payne,Roosevelt,independent,0,4011
11/05/1912,OK,Payne,Debs,independent,737,4011
11/05/1912,OK,Payne,Chafin,independent,71,4011
11/05/1912,OK,Payne,Other,other,0,4011
11/05/1912,OK,Pittsburg,Wilson,democrat,2767,5819
11/05/1912,OK,Pittsburg,Taft,republican,1574,5819
11/05/1912,OK,Pittsburg,Roosevelt,independent,0,5819
11/05/1912,OK,Pittsburg,Debs,independent,1443,5819
11/05/1912,OK,Pittsburg,Chafin,independent,35,5819
11/05/1912,OK,Pittsburg,Other,other,0,5819
11/05/1912,OK,Pontotoc,Wilson,democrat,1842,3423
11/05/1912,OK,Pontotoc,Taft,republican,642,3423
11/05/1912,OK,Pontotoc,Roosevelt,independent,0,3423
11/05/1912,OK,Pontotoc,Debs,independent,921,3423
11/05/1912,OK,Pontotoc,Chafin,independent,18,3423
11/05/1912,OK,Pontotoc,Other,other,0,3423
11/05/1912,OK,Pottawatomie,Wilson,democrat,3082,6251
11/05/1912,OK,Pottawatomie,Taft,republican,2107,6251
11/05/1912,OK,Pottawatomie,Roosevelt,independent,0,6251
11/05/1912,OK,Pottawatomie,Debs,independent,1021,6251
11/05/1912,OK,Pottawatomie,Chafin,independent,41,6251
11/05/1912,OK,Pottawatomie,Other,other,0,6251
11/05/1912,OK,Pushmataha,Wilson,democrat,747,1716
11/05/1912,OK,Pushmataha,Taft,republican,479,1716
11/05/1912,OK,Pushmataha,Roosevelt,independent,0,1716
11/05/1912,OK,Pushmataha,Debs,independent,482,1716
11/05/1912,OK,Pushmataha,Chafin,independent,8,1716
11/05/1912,OK,Pushmataha,Other,other,0,1716
11/05/1912,OK,Roger_Mills,Wilson,democrat,902,2190
11/05/1912,OK,Roger_Mills,Taft,republican,716,2190
11/05/1912,OK,Roger_Mills,Roosevelt,independent,0,2190
11/05/1912,OK,Roger_Mills,Debs,independent,555,2190
11/05/1912,OK,Roger_Mills,Chafin,independent,17,2190
11/05/1912,OK,Roger_Mills,Other,other,0,2190
11/05/1912,OK,Rogers,Wilson,democrat,1631,3340
11/05/1912,OK,Rogers,Taft,republican,1258,3340
11/05/1912,OK,Rogers,Roosevelt,independent,0,3340
11/05/1912,OK,Rogers,Debs,independent,432,3340
11/05/1912,OK,Rogers,Chafin,independent,19,3340
11/05/1912,OK,Rogers,Other,other,0,3340
11/05/1912,OK,Seminole,Wilson,democrat,1172,2653
11/05/1912,OK,Seminole,Taft,republican,715,2653
11/05/1912,OK,Seminole,Roosevelt,independent,0,2653
11/05/1912,OK,Seminole,Debs,independent,749,2653
11/05/1912,OK,Seminole,Chafin,independent,17,2653
11/05/1912,OK,Seminole,Other,other,0,2653
11/05/1912,OK,Sequoyah,Wilson,democrat,1416,2763
11/05/1912,OK,Sequoyah,Taft,republican,1115,2763
11/05/1912,OK,Sequoyah,Roosevelt,independent,0,2763
11/05/1912,OK,Sequoyah,Debs,independent,220,2763
11/05/1912,OK,Sequoyah,Chafin,independent,12,2763
11/05/1912,OK,Sequoyah,Other,other,0,2763
11/05/1912,OK,Stephens,Wilson,democrat,1735,3234
11/05/1912,OK,Stephens,Taft,republican,598,3234
11/05/1912,OK,Stephens,Roosevelt,independent,0,3234
11/05/1912,OK,Stephens,Debs,independent,882,3234
11/05/1912,OK,Stephens,Chafin,independent,19,3234
11/05/1912,OK,Stephens,Other,other,0,3234
11/05/1912,OK,Texas,Wilson,democrat,764,1727
11/05/1912,OK,Texas,Taft,republican,683,1727
11/05/1912,OK,Texas,Roosevelt,independent,0,1727
11/05/1912,OK,Texas,Debs,independent,239,1727
11/05/1912,OK,Texas,Chafin,independent,41,1727
11/05/1912,OK,Texas,Other,other,0,1727
11/05/1912,OK,Tillman,Wilson,democrat,1801,2813
11/05/1912,OK,Tillman,Taft,republican,638,2813
11/05/1912,OK,Tillman,Roosevelt,independent,0,2813
11/05/1912,OK,Tillman,Debs,independent,353,2813
11/05/1912,OK,Tillman,Chafin,independent,21,2813
11/05/1912,OK,Tillman,Other,other,0,2813
11/05/1912,OK,Tulsa,Wilson,democrat,2747,5347
11/05/1912,OK,Tulsa,Taft,republican,2029,5347
11/05/1912,OK,Tulsa,Roosevelt,independent,0,5347
11/05/1912,OK,Tulsa,Debs,independent,523,5347
11/05/1912,OK,Tulsa,Chafin,independent,48,5347
11/05/1912,OK,Tulsa,Other,other,0,5347
11/05/1912,OK,Wagoner,Wilson,democrat,888,1724
11/05/1912,OK,Wagoner,Taft,republican,555,1724
