date,state,county,candidate,party,candidatevotes,totalvotes
11/04/1980,VA,James_City,Carter,democrat,3068,8048
11/04/1980,VA,James_City,Reagan,republican,4289,8048
11/04/1980,VA,James_City,Anderson,independent,551,8048
11/04/1980,VA,James_City,Clark,libertarian,55,8048
11/04/1980,VA,King_and_Queen,Carter,democrat,1128,2150
11/04/1980,VA,King_and_Queen,Reagan,republican,949,2150
11/04/1980,VA,King_and_Queen,Anderson,independent,43,2150
11/04/1980,VA,King_and_Queen,Clark,libertarian,21,2150
11/04/1980,VA,King_George,Carter,democrat,1318,3332
11/04/1980,VA,King_George,Reagan,republican,1784,3332
11/04/1980,VA,King_George,Anderson,independent,185,3332
11/04/1980,VA,King_George,Clark,libertarian,35,3332
11/04/1980,VA,King_William,Carter,democrat,1446,3601
11/04/1980,VA,King_William,Reagan,republican,2036,3601
11/04/1980,VA,King_William,Anderson,independent,80,3601
11/04/1980,VA,King_William,Clark,libertarian,24,3601
11/04/1980,VA,Lancaster,Carter,democrat,1567,4557
11/04/1980,VA,Lancaster,Reagan,republican,2780,4557
11/04/1980,VA,Lancaster,Anderson,independent,106,4557
11/04/1980,VA,Lancaster,Clark,libertarian,24,4557
11/04/1980,VA,Lee,Carter,democrat,4758,9377
11/04/1980,VA,Lee,Reagan,republican,4417,9377
11/04/1980,VA,Lee,Anderson,independent,137,9377
11/04/1980,VA,Lee,Clark,libertarian,33,9377
11/04/1980,VA,Lexington,Carter,democrat,963,2083
11/04/1980,VA,Lexington,Reagan,republican,956,2083
11/04/1980,VA,Lexington,Anderson,independent,129,2083
11/04/1980,VA,Lexington,Clark,libertarian,19,2083
11/04/1980,VA,Loudoun,Carter,democrat,6694,20492
11/04/1980,VA,Loudoun,Reagan,republican,12076,20492
11/04/1980,VA,Loudoun,Anderson,independent,1312,20492
11/04/1980,VA,Loudoun,Clark,libertarian,166,20492
11/04/1980,VA,Louisa,Carter,democrat,2809,5706
11/04/1980,VA,Louisa,Reagan,republican,2633,5706
11/04/1980,VA,Louisa,Anderson,independent,160,5706
11/04/1980,VA,Louisa,Clark,libertarian,58,5706
11/04/1980,VA,Lunenburg,Carter,democrat,1958,4136
11/04/1980,VA,Lunenburg,Reagan,republican,2045,4136
11/04/1980,VA,Lunenburg,Anderson,independent,59,4136
11/04/1980,VA,Lunenburg,Clark,libertarian,8,4136
11/04/1980,VA,Lynchburg,Carter,democrat,7783,24417
11/04/1980,VA,Lynchburg,Reagan,republican,15245,24417
11/04/1980,VA,Lynchburg,Anderson,independent,854,24417
11/04/1980,VA,Lynchburg,Clark,libertarian,128,24417
11/04/1980,VA,Madison,Carter,democrat,1351,3521
11/04/1980,VA,Madison,Reagan,republican,1959,3521
11/04/1980,VA,Madison,Anderson,independent,156,3521
11/04/1980,VA,Madison,Clark,libertarian,27,3521
11/04/1980,VA,Manassas,Carter,democrat,1565,4952
11/04/1980,VA,Manassas,Reagan,republican,3009,4952
11/04/1980,VA,Manassas,Anderson,independent,318,4952
11/04/1980,VA,Manassas,Clark,libertarian,31,4952
11/04/1980,VA,Manassas_Park,Carter,democrat,447,1254
11/04/1980,VA,Manassas_Park,Reagan,republican,729,1254
11/04/1980,VA,Manassas_Park,Anderson,independent,52,1254
11/04/1980,VA,Manassas_Park,Clark,libertarian,19,1254
11/04/1980,VA,Martinsville,Carter,democrat,3337,7032
11/04/1980,VA,Martinsville,Reagan,republican,3433,7032
11/04/1980,VA,Martinsville,Anderson,independent,162,7032
11/04/1980,VA,Martinsville,Clark,libertarian,22,7032
11/04/1980,VA,Mathews,Carter,democrat,1300,3716
11/04/1980,VA,Mathews,Reagan,republican,2204,3716
11/04/1980,VA,Mathews,Anderson,independent,148,3716
11/04/1980,VA,Mathews,Clark,libertarian,19,3716
11/04/1980,VA,Mecklenburg,Carter,democrat,3790,8913
11/04/1980,VA,Mecklenburg,Reagan,republican,4853,8913
11/04/1980,VA,Mecklenburg,Anderson,independent,142,8913
11/04/1980,VA,Mecklenburg,Clark,libertarian,32,8913
11/04/1980,VA,Middlesex,Carter,democrat,1395,3344
11/04/1980,VA,Middlesex,Reagan,republican,1810,3344
11/04/1980,VA,Middlesex,Anderson,independent,90,3344
11/04/1980,VA,Middlesex,Clark,libertarian,15,3344
11/04/1980,VA,Montgomery,Carter,democrat,7455,17344
11/04/1980,VA,Montgomery,Reagan,republican,8222,17344
11/04/1980,VA,Montgomery,Anderson,independent,1400,17344
11/04/1980,VA,Montgomery,Clark,libertarian,161,17344
11/04/1980,VA,Nelson,Carter,democrat,2410,4496
11/04/1980,VA,Nelson,Reagan,republican,1866,4496
11/04/1980,VA,Nelson,Anderson,independent,143,4496
11/04/1980,VA,Nelson,Clark,libertarian,41,4496
11/04/1980,VA,New_Kent,Carter,democrat,1204,3035
11/04/1980,VA,New_Kent,Reagan,republican,1739,3035
11/04/1980,VA,New_Kent,Anderson,independent,68,3035
11/04/1980,VA,New_Kent,Clark,libertarian,15,3035
11/04/1980,VA,Newport_News,Carter,democrat,22066,46982
11/04/1980,VA,Newport_News,Reagan,republican,22423,46982
11/04/1980,VA,Newport_News,Anderson,independent,2068,46982
11/04/1980,VA,Newport_News,Clark,libertarian,268,46982
11/04/1980,VA,Norfolk,Carter,democrat,35118,67200
11/04/1980,VA,Norfolk,Reagan,republican,27506,67200
11/04/1980,VA,Norfolk,Anderson,independent,3333,67200
11/04/1980,VA,Norfolk,Clark,libertarian,488,67200
11/04/1980,VA,Northampton,Carter,democrat,2363,4743
11/04/1980,VA,Northampton,Reagan,republican,2165,4743
11/04/1980,VA,Northampton,Anderson,independent,114,4743
11/04/1980,VA,Northampton,Clark,libertarian,34,4743
11/04/1980,VA,Northumberland,Carter,democrat,1551,4330
11/04/1980,VA,Northumberland,Reagan,republican,2598,4330
11/04/1980,VA,Northumberland,Anderson,independent,109,4330
11/04/1980,VA,Northumberland,Clark,libertarian,20,4330
11/04/1980,VA,Norton,Carter,democrat,762,1400
11/04/1980,VA,Norton,Reagan,republican,572,1400
11/04/1980,VA,Norton,Anderson,independent,42,1400
11/04/1980,VA,Norton,Clark,libertarian,11,1400
11/04/1980,VA,Nottoway,Carter,democrat,2593,5611
11/04/1980,VA,Nottoway,Reagan,republican,2813,5611
11/04/1980,VA,Nottoway,Anderson,independent,113,5611
11/04/1980,VA,Nottoway,Clark,libertarian,22,5611
11/04/1980,VA,Orange,Carter,democrat,2420,6158
11/04/1980,VA,Orange,Reagan,republican,3381,6158
11/04/1980,VA,Orange,Anderson,independent,241,6158
11/04/1980,VA,Orange,Clark,libertarian,58,6158
11/04/1980,VA,Page,Carter,democrat,2607,7138
11/04/1980,VA,Page,Reagan,republican,4297,7138
11/04/1980,VA,Page,Anderson,independent,161,7138
11/04/1980,VA,Page,Clark,libertarian,41,7138
11/04/1980,VA,Patrick,Carter,democrat,2382,6123
11/04/1980,VA,Patrick,Reagan,republican,3436,6123
11/04/1980,VA,Patrick,Anderson,independent,105,6123
11/04/1980,VA,Patrick,Clark,libertarian,35,6123
11/04/1980,VA,Petersburg,Carter,democrat,7931,13277
11/04/1980,VA,Petersburg,Reagan,republican,5001,13277
11/04/1980,VA,Petersburg,Anderson,independent,254,13277
11/04/1980,VA,Petersburg,Clark,libertarian,63,13277
11/04/1980,VA,Pittsylvania,Carter,democrat,7653,20280
11/04/1980,VA,Pittsylvania,Reagan,republican,12022,20280
11/04/1980,VA,Pittsylvania,Anderson,independent,250,20280
11/04/1980,VA,Pittsylvania,Clark,libertarian,54,20280
11/04/1980,VA,Poquoson,Carter,democrat,877,3399
11/04/1980,VA,Poquoson,Reagan,republican,2338,3399
11/04/1980,VA,Poquoson,Anderson,independent,158,3399
11/04/1980,VA,Poquoson,Clark,libertarian,21,3399
11/04/1980,VA,Portsmouth,Carter,democrat,20900,35949
11/04/1980,VA,Portsmouth,Reagan,republican,13660,35949
11/04/1980,VA,Portsmouth,Anderson,independent,1124,35949
11/04/1980,VA,Portsmouth,Clark,libertarian,171,35949
11/04/1980,VA,Powhatan,Carter,democrat,1484,4570
11/04/1980,VA,Powhatan,Reagan,republican,2933,4570
11/04/1980,VA,Powhatan,Anderson,independent,98,4570
11/04/1980,VA,Powhatan,Clark,libertarian,39,4570
11/04/1980,VA,Prince_Edward,Carter,democrat,2553,5598
11/04/1980,VA,Prince_Edward,Reagan,republican,2774,5598
11/04/1980,VA,Prince_Edward,Anderson,independent,137,5598
11/04/1980,VA,Prince_Edward,Clark,libertarian,41,5598
11/04/1980,VA,Prince_George,Carter,democrat,2310,5888
11/04/1980,VA,Prince_George,Reagan,republican,3389,5888
11/04/1980,VA,Prince_George,Anderson,independent,130,5888
11/04/1980,VA,Prince_George,Clark,libertarian,40,5888
11/04/1980,VA,Prince_William,Carter,democrat,12787,39119
11/04/1980,VA,Prince_William,Reagan,republican,23061,39119
11/04/1980,VA,Prince_William,Anderson,independent,2676,39119
11/04/1980,VA,Prince_William,Clark,libertarian,313,39119
11/04/1980,VA,Pulaski,Carter,democrat,5769,12040
11/04/1980,VA,Pulaski,Reagan,republican,5747,12040
11/04/1980,VA,Pulaski,Anderson,independent,343,12040
11/04/1980,VA,Pulaski,Clark,libertarian,81,12040
11/04/1980,VA,Radford,Carter,democrat,2225,4463
11/04/1980,VA,Radford,Reagan,republican,1964,4463
11/04/1980,VA,Radford,Anderson,independent,233,4463
11/04/1980,VA,Radford,Clark,libertarian,21,4463
11/04/1980,VA,Rappahannock,Carter,democrat,1055,2367
11/04/1980,VA,Rappahannock,Reagan,republican,1179,2367
11/04/1980,VA,Rappahannock,Anderson,independent,99,2367
11/04/1980,VA,Rappahannock,Clark,libertarian,21,2367
11/04/1980,VA,Richmond,Carter,democrat,47975,87106
11/04/1980,VA,Richmond,Reagan,republican,34629,87106
11/04/1980,VA,Richmond,Anderson,independent,3502,87106
11/04/1980,VA,Richmond,Clark,libertarian,625,87106
11/04/1980,VA,Richmond_Co,Carter,democrat,854,2495
11/04/1980,VA,Richmond_Co,Reagan,republican,1567,2495
11/04/1980,VA,Richmond_Co,Anderson,independent,49,2495
11/04/1980,VA,Richmond_Co,Clark,libertarian,14,2495
11/04/1980,VA,Roanoke,Carter,democrat,18139,34946
11/04/1980,VA,Roanoke,Reagan,republican,15164,34946
11/04/1980,VA,Roanoke,Anderson,independent,1350,34946
11/04/1980,VA,Roanoke,Clark,libertarian,207,34946
11/04/1980,VA,Roanoke_Co,Carter,democrat,12114,30814
11/04/1980,VA,Roanoke_Co,Reagan,republican,17182,30814
11/04/1980,VA,Roanoke_Co,Anderson,independent,1286,30814
11/04/1980,VA,Roanoke_Co,Clark,libertarian,180,30814
11/04/1980,VA,Rockbridge,Carter,democrat,2475,5677
11/04/1980,VA,Rockbridge,Reagan,republican,2784,5677
11/04/1980,VA,Rockbridge,Anderson,independent,296,5677
11/04/1980,VA,Rockbridge,Clark,libertarian,54,5677
11/04/1980,VA,Rockingham,Carter,democrat,5294,17859
11/04/1980,VA,Rockingham,Reagan,republican,11397,17859
11/04/1980,VA,Rockingham,Anderson,independent,771,17859
11/04/1980,VA,Rockingham,Clark,libertarian,143,17859
11/04/1980,VA,Russell,Carter,democrat,5764,10874
11/04/1980,VA,Russell,Reagan,republican,4778,10874
11/04/1980,VA,Russell,Anderson,independent,125,10874
11/04/1980,VA,Russell,Clark,libertarian,38,10874
11/04/1980,VA,Salem,Carter,democrat,4091,9389
11/04/1980,VA,Salem,Reagan,republican,4862,9389
11/04/1980,VA,Salem,Anderson,independent,359,9389
11/04/1980,VA,Salem,Clark,libertarian,50,9389
11/04/1980,VA,Scott,Carter,democrat,4314,9387
11/04/1980,VA,Scott,Reagan,republican,4744,9387
11/04/1980,VA,Scott,Anderson,independent,153,9387
11/04/1980,VA,Scott,Clark,libertarian,27,9387
11/04/1980,VA,Shenandoah,Carter,democrat,3137,11203
11/04/1980,VA,Shenandoah,Reagan,republican,7517,11203
11/04/1980,VA,Shenandoah,Anderson,independent,385,11203
11/04/1980,VA,Shenandoah,Clark,libertarian,95,11203
11/04/1980,VA,Smyth,Carter,democrat,5335,11861
11/04/1980,VA,Smyth,Reagan,republican,6033,11861
11/04/1980,VA,Smyth,Anderson,independent,224,11861
11/04/1980,VA,Smyth,Clark,libertarian,64,11861
11/04/1980,VA,Southampton,Carter,democrat,3347,6587
11/04/1980,VA,Southampton,Reagan,republican,2997,6587
11/04/1980,VA,Southampton,Anderson,independent,163,6587
11/04/1980,VA,Southampton,Clark,libertarian,49,6587
11/04/1980,VA,Spotsylvania,Carter,democrat,4039,10005
11/04/1980,VA,Spotsylvania,Reagan,republican,5385,10005
11/04/1980,VA,Spotsylvania,Anderson,independent,464,10005
11/04/1980,VA,Spotsylvania,Clark,libertarian,72,10005
11/04/1980,VA,Stafford,Carter,democrat,4211,12075
11/04/1980,VA,Stafford,Reagan,republican,7106,12075
11/04/1980,VA,Stafford,Anderson,independent,623,12075
11/04/1980,VA,Stafford,Clark,libertarian,100,12075
11/04/1980,VA,Staunton,Carter,democrat,2658,7927
11/04/1980,VA,Staunton,Reagan,republican,4819,7927
11/04/1980,VA,Staunton,Anderson,independent,311,7927
11/04/1980,VA,Staunton,Clark,libertarian,42,7927
11/04/1980,VA,Suffolk,Carter,democrat,9064,16765
11/04/1980,VA,Suffolk,Reagan,republican,7179,16765
11/04/1980,VA,Suffolk,Anderson,independent,360,16765
11/04/1980,VA,Suffolk,Clark,libertarian,98,16765
11/04/1980,VA,Surry,Carter,democrat,1756,2821
11/04/1980,VA,Surry,Reagan,republican,962,2821
11/04/1980,VA,Surry,Anderson,independent,63,2821
11/04/1980,VA,Surry,Clark,libertarian,24,2821
11/04/1980,VA,Sussex,Carter,democrat,2447,4273
11/04/1980,VA,Sussex,Reagan,republican,1664,4273
11/04/1980,VA,Sussex,Anderson,independent,86,4273
11/04/1980,VA,Sussex,Clark,libertarian,26,4273
11/04/1980,VA,Tazewell,Carter,democrat,7003,14425
11/04/1980,VA,Tazewell,Reagan,republican,7021,14425
11/04/1980,VA,Tazewell,Anderson,independent,225,14425
11/04/1980,VA,Tazewell,Clark,libertarian,61,14425
11/04/1980,VA,Virginia_Beach,Carter,democrat,24895,79235
11/04/1980,VA,Virginia_Beach,Reagan,republican,47936,79235
11/04/1980,VA,Virginia_Beach,Anderson,independent,4830,79235
11/04/1980,VA,Virginia_Beach,Clark,libertarian,764,79235
11/04/1980,VA,Warren,Carter,democrat,2597,6920
11/04/1980,VA,Warren,Reagan,republican,3861,6920
11/04/1980,VA,Warren,Anderson,independent,297,6920
11/04/1980,VA,Warren,Clark,libertarian,46,6920
11/04/1980,VA,Washington,Carter,democrat,6390,15597
11/04/1980,VA,Washington,Reagan,republican,8402,15597
11/04/1980,VA,Washington,Anderson,independent,382,15597
11/04/1980,VA,Washington,Clark,libertarian,79,15597
11/04/1980,VA,Waynesboro,Carter,democrat,1926,5978
11/04/1980,VA,Waynesboro,Reagan,republican,3697,5978
11/04/1980,VA,Waynesboro,Anderson,independent,255,5978
11/04/1980,VA,Waynesboro,Clark,libertarian,23,5978
11/04/1980,VA,Westmoreland,Carter,democrat,2271,4989
11/04/1980,VA,Westmoreland,Reagan,republican,2510,4989
11/04/1980,VA,Westmoreland,Anderson,independent,133,4989
11/04/1980,VA,Westmoreland,Clark,libertarian,24,4989
11/04/1980,VA,Williamsburg,Carter,democrat,1199,2953
11/04/1980,VA,Williamsburg,Reagan,republican,1344,2953
11/04/1980,VA,Williamsburg,Anderson,independent,340,2953
11/04/1980,VA,Williamsburg,Clark,libertarian,26,2953
11/04/1980,VA,Winchester,Carter,democrat,2006,6623
11/04/1980,VA,Winchester,Reagan,republican,4240,6623
11/04/1980,VA,Winchester,Anderson,independent,320,6623
11/04/1980,VA,Winchester,Clark,libertarian,34,6623
11/04/1980,VA,Wise,Carter,democrat,6779,13141
11/04/1980,VA,Wise,Reagan,republican,5767,13141
11/04/1980,VA,Wise,Anderson,independent,258,13141
11/04/1980,VA,Wise,Clark,libertarian,50,13141
11/04/1980,VA,Wythe,Carter,democrat,3677,8766
11/04/1980,VA,Wythe,Reagan,republican,4758,8766
11/04/1980,VA,Wythe,Anderson,independent,164,8766
11/04/1980,VA,Wythe,Clark,libertarian,61,8766
11/04/1980,VA,York,Carter,democrat,4532,12133
11/04/1980,VA,York,Reagan,republican,6744,12133
11/04/1980,VA,York,Anderson,independent,723,12133
11/04/1980,VA,York,Clark,libertarian,95,12133
11/04/1980,VT,Addison,Carter,democrat,4351,11630
11/04/1980,VT,Addison,Reagan,republican,5216,11630
11/04/1980,VT,Addison,Anderson,independent,1751,11630
11/04/1980,VT,Addison,Clark,libertarian,145,11630
11/04/1980,VT,Bennington,Carter,democrat,5361,13721
11/04/1980,VT,Bennington,Reagan,republican,6091,13721
11/04/1980,VT,Bennington,Anderson,independent,1978,13721
11/04/1980,VT,Bennington,Clark,libertarian,151,13721
11/04/1980,VT,Caledonia,Carter,democrat,3284,10523
11/04/1980,VT,Caledonia,Reagan,republican,5986,10523
11/04/1980,VT,Caledonia,Anderson,independent,1068,10523
11/04/1980,VT,Caledonia,Clark,libertarian,65,10523
11/04/1980,VT,Chittenden,Carter,democrat,19027,47003
11/04/1980,VT,Chittenden,Reagan,republican,18310,47003
11/04/1980,VT,Chittenden,Anderson,independent,8409,47003
11/04/1980,VT,Chittenden,Clark,libertarian,406,47003
11/04/1980,VT,Essex,Carter,democrat,799,2340
11/04/1980,VT,Essex,Reagan,republican,1305,2340
11/04/1980,VT,Essex,Anderson,independent,148,2340
11/04/1980,VT,Essex,Clark,libertarian,77,2340
11/04/1980,VT,Franklin,Carter,democrat,5914,13445
11/04/1980,VT,Franklin,Reagan,republican,5998,13445
11/04/1980,VT,Franklin,Anderson,independent,1350,13445
11/04/1980,VT,Franklin,Clark,libertarian,80,13445
11/04/1980,VT,Grand_Isle,Carter,democrat,999,2186
11/04/1980,VT,Grand_Isle,Reagan,republican,947,2186
11/04/1980,VT,Grand_Isle,Anderson,independent,206,2186
11/04/1980,VT,Grand_Isle,Clark,libertarian,19,2186
11/04/1980,VT,Lamoille,Carter,democrat,2414,6890
11/04/1980,VT,Lamoille,Reagan,republican,3228,6890
11/04/1980,VT,Lamoille,Anderson,independent,1048,6890
11/04/1980,VT,Lamoille,Clark,libertarian,76,6890
11/04/1980,VT,Orange,Carter,democrat,3079,9402
11/04/1980,VT,Orange,Reagan,republican,4656,9402
11/04/1980,VT,Orange,Anderson,independent,1371,9402
11/04/1980,VT,Orange,Clark,libertarian,93,9402
11/04/1980,VT,Orleans,Carter,democrat,3671,9217
11/04/1980,VT,Orleans,Reagan,republican,4503,9217
11/04/1980,VT,Orleans,Anderson,independent,865,9217
11/04/1980,VT,Orleans,Clark,libertarian,92,9217
11/04/1980,VT,Rutland,Carter,democrat,9597,24236
11/04/1980,VT,Rutland,Reagan,republican,11142,24236
11/04/1980,VT,Rutland,Anderson,independent,3175,24236
11/04/1980,VT,Rutland,Clark,libertarian,155,24236
11/04/1980,VT,Washington,Carter,democrat,9559,23151
11/04/1980,VT,Washington,Reagan,republican,9714,23151
11/04/1980,VT,Washington,Anderson,independent,3256,23151
11/04/1980,VT,Washington,Clark,libertarian,198,23151
11/04/1980,VT,Windham,Carter,democrat,5830,16598
11/04/1980,VT,Windham,Reagan,republican,7062,16598
11/04/1980,VT,Windham,Anderson,independent,3167,16598
11/04/1980,VT,Windham,Clark,libertarian,144,16598
11/04/1980,VT,Windsor,Carter,democrat,8067,22903
11/04/1980,VT,Windsor,Reagan,republican,10470,22903
11/04/1980,VT,Windsor,Anderson,independent,3915,22903
11/04/1980,VT,Windsor,Clark,libertarian,199,22903
11/04/1980,WA,Adams,Carter,democrat,1223,4776
11/04/1980,WA,Adams,Reagan,republican,3248,4776
11/04/1980,WA,Adams,Anderson,independent,255,4776
11/04/1980,WA,Adams,Clark,libertarian,45,4776
11/04/1980,WA,Asotin,Carter,democrat,2724,6659
11/04/1980,WA,Asotin,Reagan,republican,3275,6659
11/04/1980,WA,Asotin,Anderson,independent,539,6659
11/04/1980,WA,Asotin,Clark,libertarian,111,6659
11/04/1980,WA,Benton,Carter,democrat,11451,44303
11/04/1980,WA,Benton,Reagan,republican,28728,44303
11/04/1980,WA,Benton,Anderson,independent,3301,44303
11/04/1980,WA,Benton,Clark,libertarian,757,44303
11/04/1980,WA,Chelan,Carter,democrat,6483,19850
11/04/1980,WA,Chelan,Reagan,republican,11299,19850
11/04/1980,WA,Chelan,Anderson,independent,1608,19850
11/04/1980,WA,Chelan,Clark,libertarian,353,19850
11/04/1980,WA,Clallam,Carter,democrat,8029,22296
11/04/1980,WA,Clallam,Reagan,republican,11515,22296
11/04/1980,WA,Clallam,Anderson,independent,2172,22296
11/04/1980,WA,Clallam,Clark,libertarian,368,22296
11/04/1980,WA,Clark,Carter,democrat,30584,72075
11/04/1980,WA,Clark,Reagan,republican,33223,72075
11/04/1980,WA,Clark,Anderson,independent,6445,72075
11/04/1980,WA,Clark,Clark,libertarian,1598,72075
11/04/1980,WA,Columbia,Carter,democrat,587,2086
11/04/1980,WA,Columbia,Reagan,republican,1349,2086
11/04/1980,WA,Columbia,Anderson,independent,119,2086
11/04/1980,WA,Columbia,Clark,libertarian,29,2086
11/04/1980,WA,Cowlitz,Carter,democrat,12560,28639
11/04/1980,WA,Cowlitz,Reagan,republican,13154,28639
11/04/1980,WA,Cowlitz,Anderson,independent,2336,28639
11/04/1980,WA,Cowlitz,Clark,libertarian,444,28639
11/04/1980,WA,Douglas,Carter,democrat,2833,8709
11/04/1980,WA,Douglas,Reagan,republican,5171,8709
11/04/1980,WA,Douglas,Anderson,independent,564,8709
11/04/1980,WA,Douglas,Clark,libertarian,122,8709
11/04/1980,WA,Ferry,Carter,democrat,802,2100
11/04/1980,WA,Ferry,Reagan,republican,1108,2100
11/04/1980,WA,Ferry,Anderson,independent,127,2100
11/04/1980,WA,Ferry,Clark,libertarian,34,2100
11/04/1980,WA,Franklin,Carter,democrat,3719,11961
11/04/1980,WA,Franklin,Reagan,republican,7327,11961
11/04/1980,WA,Franklin,Anderson,independent,699,11961
11/04/1980,WA,Franklin,Clark,libertarian,194,11961
11/04/1980,WA,Garfield,Carter,democrat,509,1519
11/04/1980,WA,Garfield,Reagan,republican,875,1519
11/04/1980,WA,Garfield,Anderson,independent,122,1519
11/04/1980,WA,Garfield,Clark,libertarian,12,1519
11/04/1980,WA,Grant,Carter,democrat,5673,18196
11/04/1980,WA,Grant,Reagan,republican,11152,18196
11/04/1980,WA,Grant,Anderson,independent,1091,18196
11/04/1980,WA,Grant,Clark,libertarian,215,18196
11/04/1980,WA,Grays_Harbor,Carter,democrat,11290,25444
11/04/1980,WA,Grays_Harbor,Reagan,republican,10226,25444
11/04/1980,WA,Grays_Harbor,Anderson,independent,3267,25444
11/04/1980,WA,Grays_Harbor,Clark,libertarian,533,25444
11/04/1980,WA,Island,Carter,democrat,5422,18559
11/04/1980,WA,Island,Reagan,republican,10926,18559
11/04/1980,WA,Island,Anderson,independent,1800,18559
11/04/1980,WA,Island,Clark,libertarian,293,18559
11/04/1980,WA,Jefferson,Carter,democrat,3279,8170
11/04/1980,WA,Jefferson,Reagan,republican,3645,8170
11/04/1980,WA,Jefferson,Anderson,independent,876,8170
11/04/1980,WA,Jefferson,Clark,libertarian,195,8170
11/04/1980,WA,King,Carter,democrat,235046,600157
11/04/1980,WA,King,Reagan,republican,272567,600157
11/04/1980,WA,King,Anderson,independent,76119,600157
11/04/1980,WA,King,Clark,libertarian,10308,600157
11/04/1980,WA,Kitsap,Carter,democrat,20893,60296
11/04/1980,WA,Kitsap,Reagan,republican,29420,60296
11/04/1980,WA,Kitsap,Anderson,independent,8525,60296
11/04/1980,WA,Kitsap,Clark,libertarian,1124,60296
11/04/1980,WA,Kittitas,Carter,democrat,4075,10748
11/04/1980,WA,Kittitas,Reagan,republican,5359,10748
11/04/1980,WA,Kittitas,Anderson,independent,1066,10748
11/04/1980,WA,Kittitas,Clark,libertarian,162,10748
11/04/1980,WA,Klickitat,Carter,democrat,2596,6284
11/04/1980,WA,Klickitat,Reagan,republican,3113,6284
11/04/1980,WA,Klickitat,Anderson,independent,423,6284
11/04/1980,WA,Klickitat,Clark,libertarian,129,6284
11/04/1980,WA,Lewis,Carter,democrat,6962,22749
11/04/1980,WA,Lewis,Reagan,republican,13636,22749
11/04/1980,WA,Lewis,Anderson,independent,1603,22749
11/04/1980,WA,Lewis,Clark,libertarian,443,22749
11/04/1980,WA,Lincoln,Carter,democrat,1597,5337
11/04/1980,WA,Lincoln,Reagan,republican,3324,5337
11/04/1980,WA,Lincoln,Anderson,independent,357,5337
11/04/1980,WA,Lincoln,Clark,libertarian,48,5337
11/04/1980,WA,Mason,Carter,democrat,5241,13737
11/04/1980,WA,Mason,Reagan,republican,6745,13737
11/04/1980,WA,Mason,Anderson,independent,1353,13737
11/04/1980,WA,Mason,Clark,libertarian,319,13737
11/04/1980,WA,Okanogan,Carter,democrat,4634,12493
11/04/1980,WA,Okanogan,Reagan,republican,6460,12493
11/04/1980,WA,Okanogan,Anderson,independent,1030,12493
11/04/1980,WA,Okanogan,Clark,libertarian,264,12493
11/04/1980,WA,Pacific,Carter,democrat,3727,8012
11/04/1980,WA,Pacific,Reagan,republican,3132,8012
11/04/1980,WA,Pacific,Anderson,independent,945,8012
11/04/1980,WA,Pacific,Clark,libertarian,173,8012
11/04/1980,WA,Pend_Oreille,Carter,democrat,1399,3835
11/04/1980,WA,Pend_Oreille,Reagan,republican,2136,3835
11/04/1980,WA,Pend_Oreille,Anderson,independent,221,3835
11/04/1980,WA,Pend_Oreille,Clark,libertarian,55,3835
11/04/1980,WA,Pierce,Carter,democrat,64444,176511
11/04/1980,WA,Pierce,Reagan,republican,90247,176511
11/04/1980,WA,Pierce,Anderson,independent,18345,176511
11/04/1980,WA,Pierce,Clark,libertarian,2628,176511
11/04/1980,WA,San_Juan,Carter,democrat,1666,5031
11/04/1980,WA,San_Juan,Reagan,republican,2363,5031
11/04/1980,WA,San_Juan,Anderson,independent,728,5031
11/04/1980,WA,San_Juan,Clark,libertarian,158,5031
11/04/1980,WA,Skagit,Carter,democrat,11299,30623
11/04/1980,WA,Skagit,Reagan,republican,15520,30623
11/04/1980,WA,Skagit,Anderson,independent,2854,30623
11/04/1980,WA,Skagit,Clark,libertarian,742,30623
11/04/1980,WA,Skamania,Carter,democrat,1373,3095
11/04/1980,WA,Skamania,Reagan,republican,1416,3095
11/04/1980,WA,Skamania,Anderson,independent,218,3095
11/04/1980,WA,Skamania,Clark,libertarian,62,3095
11/04/1980,WA,Snohomish,Carter,democrat,52003,135907
11/04/1980,WA,Snohomish,Reagan,republican,66153,135907
11/04/1980,WA,Snohomish,Anderson,independent,14465,135907
11/04/1980,WA,Snohomish,Clark,libertarian,2696,135907
11/04/1980,WA,Spokane,Carter,democrat,49263,140685
11/04/1980,WA,Spokane,Reagan,republican,78096,140685
11/04/1980,WA,Spokane,Anderson,independent,11258,140685
11/04/1980,WA,Spokane,Clark,libertarian,1638,140685
11/04/1980,WA,Stevens,Carter,democrat,3584,11530
11/04/1980,WA,Stevens,Reagan,republican,7094,11530
11/04/1980,WA,Stevens,Anderson,independent,601,11530
11/04/1980,WA,Stevens,Clark,libertarian,197,11530
11/04/1980,WA,Thurston,Carter,democrat,20508,54823
11/04/1980,WA,Thurston,Reagan,republican,26369,54823
11/04/1980,WA,Thurston,Anderson,independent,5993,54823
11/04/1980,WA,Thurston,Clark,libertarian,910,54823
11/04/1980,WA,Wahkiakum,Carter,democrat,751,1778
11/04/1980,WA,Wahkiakum,Reagan,republican,828,1778
11/04/1980,WA,Wahkiakum,Anderson,independent,148,1778
11/04/1980,WA,Wahkiakum,Clark,libertarian,40,1778
