date,region,state_po,class,special,runoff,offyear,candidate,party,ballotparty,writein,voteshare,candidatevotes,totalvotes,version,hidden
11/03/2026,Louisiana,LA,2,FALSE,FALSE,FALSE,Letlow,republican,,FALSE,0.6,,,,
11/03/2026,Maine,ME,2,FALSE,FALSE,FALSE,Jackson,democratic,,FALSE,0.494285714,,,,
11/03/2026,Maine,ME,2,FALSE,FALSE,FALSE,Collins,republican,,FALSE,0.505714286,,,,
11/03/2026,Massachusetts,MA,2,FALSE,FALSE,FALSE,Markey,democratic,,FALSE,0.6,,,,
11/03/2026,Massachusetts,MA,2,FALSE,FALSE,FALSE,Deaton,republican,,FALSE,0.4,,,,
11/03/2026,Michigan,MI,2,FALSE,FALSE,FALSE,El-Sayed,democratic,,FALSE,0.520714286,,,,
11/03/2026,Michigan,MI,2,FALSE,FALSE,FALSE,Rogers,republican,,FALSE,0.479285714,,,,
11/03/2026,Minnesota,MN,2,FALSE,FALSE,FALSE,Flanagan,democratic,,FALSE,0.571428571,,,,
11/03/2026,Minnesota,MN,2,FALSE,FALSE,FALSE,Tafoya,republican,,FALSE,0.428571429,,,,
11/03/2026,Mississippi,MS,2,FALSE,FALSE,FALSE,Colom,democratic,,FALSE,0.4,,,,
11/03/2026,Mississippi,MS,2,FALSE,FALSE,FALSE,Hyde-Smith,republican,,FALSE,0.6,,,,
11/03/2026,Montana,MT,2,FALSE,FALSE,FALSE,Bodnar,independentd,,FALSE,0.421785714,,,,
11/03/2026,Montana,MT,2,FALSE,FALSE,FALSE,Alme,republican,,FALSE,0.578214286,,,,
11/03/2026,Nebraska,NE,2,FALSE,FALSE,FALSE,Osborn,independentd,,FALSE,0.490357143,,,,
11/03/2026,Nebraska,NE,2,FALSE,FALSE,FALSE,Ricketts,republican,,FALSE,0.509642857,,,,
11/03/2026,New Hampshire,NH,2,FALSE,FALSE,FALSE,Pappas,democratic,,FALSE,0.5375,,,,
11/03/2026,New Hampshire,NH,2,FALSE,FALSE,FALSE,Sununu,republican,,FALSE,0.4625,,,,
11/03/2026,New Jersey,NJ,2,FALSE,FALSE,FALSE,Booker,democratic,,FALSE,0.6,,,,
11/03/2026,New Jersey,NJ,2,FALSE,FALSE,FALSE,Murphy,republican,,FALSE,0.4,,,,
11/03/2026,New Mexico,NM,2,FALSE,FALSE,FALSE,Luján,democratic,,FALSE,0.6,,,,
11/03/2026,New Mexico,NM,2,FALSE,FALSE,FALSE,Marker,republican,,FALSE,0.4,,,,
11/03/2026,North Carolina,NC,2,FALSE,FALSE,FALSE,Cooper,democratic,,FALSE,0.557142857,,,,
11/03/2026,North Carolina,NC,2,FALSE,FALSE,FALSE,Whatley,republican,,FALSE,0.442857143,,,,
11/03/2026,Ohio,OH,1,TRUE,FALSE,FALSE,Brown,democratic,,FALSE,0.506428571,,,,
11/03/2026,Ohio,OH,1,TRUE,FALSE,FALSE,Husted,republican,,FALSE,0.493571429,,,,
11/03/2026,Oklahoma,OK,2,FALSE,FALSE,FALSE,Thomas,democratic,,FALSE,0.4,,,,
11/03/2026,Oklahoma,OK,2,FALSE,FALSE,FALSE,Hern,republican,,FALSE,0.6,,,,
11/03/2026,Oregon,OR,2,FALSE,FALSE,FALSE,Merkley,democratic,,FALSE,0.6,,,,
11/03/2026,Oregon,OR,2,FALSE,FALSE,FALSE,Smith,republican,,FALSE,0.4,,,,
11/03/2026,Rhode Island,RI,2,FALSE,FALSE,FALSE,Reed,democratic,,FALSE,0.6,,,,
11/03/2026,Rhode Island,RI,2,FALSE,FALSE,FALSE,McKay,republican,,FALSE,0.4,,,,
11/03/2026,South Carolina,SC,2,FALSE,FALSE,FALSE,Andrews,democratic,,FALSE,0.4625,,,,
11/03/2026,South Carolina,SC,2,FALSE,FALSE,FALSE,Graham,republican,,FALSE,0.5375,,,,
11/03/2026,South Dakota,SD,2,FALSE,FALSE,FALSE,Bengs,independentd,,FALSE,0.4,,,,
11/03/2026,South Dakota,SD,2,FALSE,FALSE,FALSE,Rounds,republican,,FALSE,0.6,,,,
11/03/2026,Tennessee,TN,2,FALSE,FALSE,FALSE,Bradshaw,democratic,,FALSE,0.4,,,,
11/03/2026,Tennessee,TN,2,FALSE,FALSE,FALSE,Hagerty,republican,,FALSE,0.6,,,,
11/03/2026,Texas,TX,2,FALSE,FALSE,FALSE,Talarico,democratic,,FALSE,0.507857143,,,,
11/03/2026,Texas,TX,2,FALSE,FALSE,FALSE,Paxton,republican,,FALSE,0.492142857,,,,
11/03/2026,Virginia,VA,2,FALSE,FALSE,FALSE,Warner,democratic,,FALSE,0.6,,,,
11/03/2026,Virginia,VA,2,FALSE,FALSE,FALSE,Mizusawa,republican,,FALSE,0.4,,,,
11/03/2026,West Virginia,WV,2,FALSE,FALSE,FALSE,Anderson,democratic,,FALSE,0.4,,,,
11/03/2026,West Virginia,WV,2,FALSE,FALSE,FALSE,Capito,republican,,FALSE,0.6,,,,
11/03/2026,Wyoming,WY,2,FALSE,FALSE,FALSE,Byrd,democratic,,FALSE,0.4,,,,
11/03/2026,Wyoming,WY,2,FALSE,FALSE,FALSE,Hageman,republican,,FALSE,0.6,,,,
