date,region,state_po,candidate,party,voteshare,ev
11/2/1832,National Popular Vote,NPV,Wirt,independent,7.78,
11/3/1836,Alabama,AL,Van Buren,democrat,55.33569284,
11/3/1836,Alabama,AL,Harrison,whig,0,
11/3/1836,Alabama,AL,White,independent,44.66430716,
11/3/1836,Alabama,AL,Webster,independent,0,
11/3/1836,Alabama,AL,Other,independent,0,
11/3/1836,Arkansas,AR,Van Buren,democrat,64.08185245,
11/3/1836,Arkansas,AR,Harrison,whig,0,
11/3/1836,Arkansas,AR,White,independent,35.91814755,
11/3/1836,Arkansas,AR,Webster,independent,0,
11/3/1836,Arkansas,AR,Other,independent,0,
11/3/1836,Connecticut,CT,Van Buren,democrat,50.64972567,
11/3/1836,Connecticut,CT,Harrison,whig,49.35027433,
11/3/1836,Connecticut,CT,White,independent,0,
11/3/1836,Connecticut,CT,Webster,independent,0,
11/3/1836,Connecticut,CT,Other,independent,0,
11/3/1836,Delaware,DE,Van Buren,democrat,46.70039348,
11/3/1836,Delaware,DE,Harrison,whig,53.24339517,
11/3/1836,Delaware,DE,White,independent,0,
11/3/1836,Delaware,DE,Webster,independent,0,
11/3/1836,Delaware,DE,Other,independent,0.056211355,
11/3/1836,Georgia,GA,Van Buren,democrat,48.19822679,
11/3/1836,Georgia,GA,Harrison,whig,0,
11/3/1836,Georgia,GA,White,independent,51.80177321,
11/3/1836,Georgia,GA,Webster,independent,0,
11/3/1836,Georgia,GA,Other,independent,0,
11/3/1836,Illinois,IL,Van Buren,democrat,54.68754652,
11/3/1836,Illinois,IL,Harrison,whig,45.31245348,
11/3/1836,Illinois,IL,White,independent,0,
11/3/1836,Illinois,IL,Webster,independent,0,
11/3/1836,Illinois,IL,Other,independent,0,
11/3/1836,Indiana,IN,Van Buren,democrat,44.03259263,
11/3/1836,Indiana,IN,Harrison,whig,55.96740737,
11/3/1836,Indiana,IN,White,independent,0,
11/3/1836,Indiana,IN,Webster,independent,0,
11/3/1836,Indiana,IN,Other,independent,0,
11/3/1836,Kentucky,KY,Van Buren,democrat,47.40904551,
11/3/1836,Kentucky,KY,Harrison,whig,52.59095449,
11/3/1836,Kentucky,KY,White,independent,0,
11/3/1836,Kentucky,KY,Webster,independent,0,
11/3/1836,Kentucky,KY,Other,independent,0,
11/3/1836,Louisiana,LA,Van Buren,democrat,51.74410774,
11/3/1836,Louisiana,LA,Harrison,whig,0,
11/3/1836,Louisiana,LA,White,independent,48.25589226,
11/3/1836,Louisiana,LA,Webster,independent,0,
11/3/1836,Louisiana,LA,Other,independent,0,
11/3/1836,Maine,ME,Van Buren,democrat,58.91843056,
11/3/1836,Maine,ME,Harrison,whig,38.21115126,
11/3/1836,Maine,ME,White,independent,0,
11/3/1836,Maine,ME,Webster,independent,0,
11/3/1836,Maine,ME,Other,independent,2.870418172,
11/3/1836,Maryland,MD,Van Buren,democrat,46.27486024,
11/3/1836,Maryland,MD,Harrison,whig,53.72513976,
11/3/1836,Maryland,MD,White,independent,0,
11/3/1836,Maryland,MD,Webster,independent,0,
11/3/1836,Maryland,MD,Other,independent,0,
11/3/1836,Massachusetts,MA,Van Buren,democrat,44.80811433,
11/3/1836,Massachusetts,MA,Harrison,whig,0,
11/3/1836,Massachusetts,MA,White,independent,0,
11/3/1836,Massachusetts,MA,Webster,independent,55.1316705,
11/3/1836,Massachusetts,MA,Other,independent,0.060215169,
11/3/1836,Michigan,MI,Van Buren,democrat,56.22483619,
11/3/1836,Michigan,MI,Harrison,whig,43.77516381,
11/3/1836,Michigan,MI,White,independent,0,
11/3/1836,Michigan,MI,Webster,independent,0,
11/3/1836,Michigan,MI,Other,independent,0,
11/3/1836,Mississippi,MS,Van Buren,democrat,51.28243438,
11/3/1836,Mississippi,MS,Harrison,whig,0,
11/3/1836,Mississippi,MS,White,independent,48.71756562,
11/3/1836,Mississippi,MS,Webster,independent,0,
11/3/1836,Mississippi,MS,Other,independent,0,
11/3/1836,Missouri,MO,Van Buren,democrat,59.97708924,
11/3/1836,Missouri,MO,Harrison,whig,0,
11/3/1836,Missouri,MO,White,independent,40.02291076,
11/3/1836,Missouri,MO,Webster,independent,0,
11/3/1836,Missouri,MO,Other,independent,0,
11/3/1836,New Hampshire,NH,Van Buren,democrat,75.01303912,
11/3/1836,New Hampshire,NH,Harrison,whig,24.98696088,
11/3/1836,New Hampshire,NH,White,independent,0,
11/3/1836,New Hampshire,NH,Webster,independent,0,
11/3/1836,New Hampshire,NH,Other,independent,0,
11/3/1836,New Jersey,NJ,Van Buren,democrat,49.47321618,
11/3/1836,New Jersey,NJ,Harrison,whig,50.52678382,
11/3/1836,New Jersey,NJ,White,independent,0,
11/3/1836,New Jersey,NJ,Webster,independent,0,
11/3/1836,New Jersey,NJ,Other,independent,0,
11/3/1836,New York,NY,Van Buren,democrat,54.625454,
11/3/1836,New York,NY,Harrison,whig,45.374546,
11/3/1836,New York,NY,White,independent,0,
11/3/1836,New York,NY,Webster,independent,0,
11/3/1836,New York,NY,Other,independent,0,
11/3/1836,North Carolina,NC,Van Buren,democrat,53.09951548,
11/3/1836,North Carolina,NC,Harrison,whig,0,
11/3/1836,North Carolina,NC,White,independent,46.89849062,
11/3/1836,North Carolina,NC,Webster,independent,0,
11/3/1836,North Carolina,NC,Other,independent,0.001993899,
11/3/1836,Ohio,OH,Van Buren,democrat,47.56416403,
11/3/1836,Ohio,OH,Harrison,whig,51.87389106,
11/3/1836,Ohio,OH,White,independent,0,
11/3/1836,Ohio,OH,Webster,independent,0,
11/3/1836,Ohio,OH,Other,independent,0.561944913,
11/3/1836,Pennsylvania,PA,Van Buren,democrat,51.18136234,
11/3/1836,Pennsylvania,PA,Harrison,whig,48.81863766,
11/3/1836,Pennsylvania,PA,White,independent,0,
11/3/1836,Pennsylvania,PA,Webster,independent,0,
11/3/1836,Pennsylvania,PA,Other,independent,0,
11/3/1836,Rhode Island,RI,Van Buren,democrat,52.23827987,
11/3/1836,Rhode Island,RI,Harrison,whig,47.76172013,
11/3/1836,Rhode Island,RI,White,independent,0,
11/3/1836,Rhode Island,RI,Webster,independent,0,
11/3/1836,Rhode Island,RI,Other,independent,0,
11/3/1836,South Carolina,SC,Van Buren,democratic,0,
11/3/1836,South Carolina,SC,Harrison,whig,0,
11/3/1836,South Carolina,SC,White,independent,0,
11/3/1836,South Carolina,SC,Webster,independent,0,
11/3/1836,South Carolina,SC,Other,independent,0,
11/3/1836,South Carolina,SC,Mangum,independent,100,
11/3/1836,Tennessee,TN,Van Buren,democrat,42.07598437,
11/3/1836,Tennessee,TN,Harrison,whig,0,
11/3/1836,Tennessee,TN,White,independent,57.92401563,
11/3/1836,Tennessee,TN,Webster,independent,0,
11/3/1836,Tennessee,TN,Other,independent,0,
11/3/1836,Vermont,VT,Van Buren,democrat,40.07022352,
11/3/1836,Vermont,VT,Harrison,whig,59.92977648,
11/3/1836,Vermont,VT,White,independent,0,
11/3/1836,Vermont,VT,Webster,independent,0,
11/3/1836,Vermont,VT,Other,independent,0,
11/3/1836,Virginia,VA,Van Buren,democrat,56.642877,
11/3/1836,Virginia,VA,Harrison,whig,0,
11/3/1836,Virginia,VA,White,independent,43.3478543,
11/3/1836,Virginia,VA,Webster,independent,0,
11/3/1836,Virginia,VA,Other,independent,0.0092687,
11/3/1836,National Popular Vote,NPV,Van Buren,democrat,50.83,
11/3/1836,National Popular Vote,NPV,Harrison,whig,36.63,
11/3/1836,National Popular Vote,NPV,White,independent,9.72,
11/3/1836,National Popular Vote,NPV,Webster,independent,2.74,
10/30/1840,Alabama,AL,Van Buren,democrat,54.38402841,
10/30/1840,Alabama,AL,Harrison,whig,45.61597159,
10/30/1840,Alabama,AL,Other,independent,0,
10/30/1840,Arkansas,AR,Van Buren,democrat,56.41523777,
10/30/1840,Arkansas,AR,Harrison,whig,43.58476223,
10/30/1840,Arkansas,AR,Other,independent,0,
10/30/1840,Connecticut,CT,Van Buren,democrat,44.44698395,
10/30/1840,Connecticut,CT,Harrison,whig,55.55301605,
10/30/1840,Connecticut,CT,Other,independent,0,
10/30/1840,Delaware,DE,Van Buren,democrat,44.89495024,
10/30/1840,Delaware,DE,Harrison,whig,54.98525617,
10/30/1840,Delaware,DE,Other,independent,0.119793586,
10/30/1840,Georgia,GA,Van Buren,democrat,44.22305799,
10/30/1840,Georgia,GA,Harrison,whig,55.77694201,
10/30/1840,Georgia,GA,Other,independent,0,
10/30/1840,Illinois,IL,Van Buren,democrat,50.91601825,
10/30/1840,Illinois,IL,Harrison,whig,48.91226187,
10/30/1840,Illinois,IL,Other,independent,0.171719882,
10/30/1840,Indiana,IN,Van Buren,democrat,44.14144697,
10/30/1840,Indiana,IN,Harrison,whig,55.85855303,
10/30/1840,Indiana,IN,Other,independent,0,
10/30/1840,Kentucky,KY,Van Buren,democrat,35.80084299,
10/30/1840,Kentucky,KY,Harrison,whig,64.19915701,
10/30/1840,Kentucky,KY,Other,independent,0,
10/30/1840,Louisiana,LA,Van Buren,democrat,40.27072758,
10/30/1840,Louisiana,LA,Harrison,whig,59.72927242,
10/30/1840,Louisiana,LA,Other,independent,0,
10/30/1840,Maine,ME,Van Buren,democrat,49.77263421,
10/30/1840,Maine,ME,Harrison,whig,50.22736579,
10/30/1840,Maine,ME,Other,independent,0,
10/30/1840,Maryland,MD,Van Buren,democrat,46.16570328,
10/30/1840,Maryland,MD,Harrison,whig,53.83429672,
10/30/1840,Maryland,MD,Other,independent,0,
10/30/1840,Massachusetts,MA,Van Buren,democrat,41.28129312,
10/30/1840,Massachusetts,MA,Harrison,whig,57.44293318,
10/30/1840,Massachusetts,MA,Other,independent,1.275773704,
10/30/1840,Michigan,MI,Van Buren,democrat,47.56708005,
10/30/1840,Michigan,MI,Harrison,whig,51.70913191,
10/30/1840,Michigan,MI,Other,independent,0.72378805,
10/30/1840,Mississippi,MS,Van Buren,democrat,46.57084189,
10/30/1840,Mississippi,MS,Harrison,whig,53.42915811,
10/30/1840,Mississippi,MS,Other,independent,0,
10/30/1840,Missouri,MO,Van Buren,democrat,56.62755324,
10/30/1840,Missouri,MO,Harrison,whig,43.37244676,
10/30/1840,Missouri,MO,Other,independent,0,
10/30/1840,New Hampshire,NH,Van Buren,democrat,54.66341984,
10/30/1840,New Hampshire,NH,Harrison,whig,43.88218027,
10/30/1840,New Hampshire,NH,Other,independent,1.454399893,
10/30/1840,New Jersey,NJ,Van Buren,democrat,48.14906755,
10/30/1840,New Jersey,NJ,Harrison,whig,51.74387936,
10/30/1840,New Jersey,NJ,Other,independent,0.107053092,
10/30/1840,New York,NY,Van Buren,democrat,48.17945251,
10/30/1840,New York,NY,Harrison,whig,51.18436936,
10/30/1840,New York,NY,Other,independent,0.63617813,
10/30/1840,North Carolina,NC,Van Buren,democrat,42.32117421,
10/30/1840,North Carolina,NC,Harrison,whig,57.67882579,
10/30/1840,North Carolina,NC,Other,independent,0,
10/30/1840,Ohio,OH,Van Buren,democrat,45.56715186,
10/30/1840,Ohio,OH,Harrison,whig,54.10309595,
10/30/1840,Ohio,OH,Other,independent,0.329752193,
10/30/1840,Pennsylvania,PA,Van Buren,democrat,49.88299667,
10/30/1840,Pennsylvania,PA,Harrison,whig,49.99895843,
10/30/1840,Pennsylvania,PA,Other,independent,0.118044899,
10/30/1840,Rhode Island,RI,Van Buren,democrat,38.29022155,
10/30/1840,Rhode Island,RI,Harrison,whig,61.22259599,
10/30/1840,Rhode Island,RI,Other,independent,0.487182461,
10/30/1840,South Carolina,SC,Van Buren,democratic,100,
10/30/1840,South Carolina,SC,Harrison,whig,0,
10/30/1840,South Carolina,SC,Other,independent,0,
10/30/1840,Tennessee,TN,Van Buren,democrat,44.33954413,
10/30/1840,Tennessee,TN,Harrison,whig,55.66045587,
10/30/1840,Tennessee,TN,Other,independent,0,
10/30/1840,Vermont,VT,Van Buren,democrat,35.46963938,
10/30/1840,Vermont,VT,Harrison,whig,63.90207394,
10/30/1840,Vermont,VT,Other,independent,0.628286688,
10/30/1840,Virginia,VA,Van Buren,democrat,50.64819316,
10/30/1840,Virginia,VA,Harrison,whig,49.35180684,
10/30/1840,Virginia,VA,Other,independent,0,
10/30/1840,National Popular Vote,NPV,Van Buren,democrat,46.82,
10/30/1840,National Popular Vote,NPV,Harrison,whig,52.87,
11/1/1844,Alabama,AL,Polk,democratic,58.98932227,
11/1/1844,Alabama,AL,Clay,whig,41.01067773,
11/1/1844,Alabama,AL,Birney,independent,0,
11/1/1844,Alabama,AL,Other,independent,0,
11/1/1844,Arkansas,AR,Polk,democratic,63.00990099,
11/1/1844,Arkansas,AR,Clay,whig,36.99009901,
11/1/1844,Arkansas,AR,Birney,independent,0,
11/1/1844,Arkansas,AR,Other,independent,0,
11/1/1844,Connecticut,CT,Polk,democratic,46.18206017,
11/1/1844,Connecticut,CT,Clay,whig,50.81094466,
11/1/1844,Connecticut,CT,Birney,independent,3.006995171,
11/1/1844,Connecticut,CT,Other,independent,0,
11/1/1844,Delaware,DE,Polk,democratic,48.74663183,
11/1/1844,Delaware,DE,Clay,whig,51.20437658,
11/1/1844,Delaware,DE,Birney,independent,0,
11/1/1844,Delaware,DE,Other,independent,0.04899159,
11/1/1844,Georgia,GA,Polk,democratic,51.18670794,
11/1/1844,Georgia,GA,Clay,whig,48.81329206,
11/1/1844,Georgia,GA,Birney,independent,0,
11/1/1844,Georgia,GA,Other,independent,0,
11/1/1844,Illinois,IL,Polk,democratic,53.91217437,
11/1/1844,Illinois,IL,Clay,whig,42.0459026,
11/1/1844,Illinois,IL,Birney,independent,3.180905398,
11/1/1844,Illinois,IL,Other,independent,0.861017633,
11/1/1844,Indiana,IN,Polk,democratic,50.07420409,
11/1/1844,Indiana,IN,Clay,whig,48.42316309,
11/1/1844,Indiana,IN,Birney,independent,1.502632818,
11/1/1844,Indiana,IN,Other,independent,0,
11/1/1844,Kentucky,KY,Polk,democratic,45.91078888,
11/1/1844,Kentucky,KY,Clay,whig,54.08921112,
11/1/1844,Kentucky,KY,Birney,independent,0,
11/1/1844,Kentucky,KY,Other,independent,0,
11/1/1844,Louisiana,LA,Polk,democratic,51.30094919,
11/1/1844,Louisiana,LA,Clay,whig,48.69905081,
11/1/1844,Louisiana,LA,Birney,independent,0,
11/1/1844,Louisiana,LA,Other,independent,0,
11/1/1844,Maine,ME,Polk,democratic,53.82948913,
11/1/1844,Maine,ME,Clay,whig,40.47661098,
11/1/1844,Maine,ME,Birney,independent,5.693899898,
11/1/1844,Maine,ME,Other,independent,0,
11/1/1844,Maryland,MD,Polk,democratic,47.6139176,
11/1/1844,Maryland,MD,Clay,whig,52.3860824,
11/1/1844,Maryland,MD,Birney,independent,0,
11/1/1844,Maryland,MD,Other,independent,0,
11/1/1844,Massachusetts,MA,Polk,democratic,40.16980089,
11/1/1844,Massachusetts,MA,Clay,whig,50.79030878,
11/1/1844,Massachusetts,MA,Birney,independent,8.20224634,
11/1/1844,Massachusetts,MA,Other,independent,0.837643994,
11/1/1844,Michigan,MI,Polk,democratic,49.75157396,
11/1/1844,Michigan,MI,Clay,whig,43.72118886,
11/1/1844,Michigan,MI,Birney,independent,6.52723718,
11/1/1844,Michigan,MI,Other,independent,0,
11/1/1844,Mississippi,MS,Polk,democratic,57.43045063,
11/1/1844,Mississippi,MS,Clay,whig,42.56954937,
11/1/1844,Mississippi,MS,Birney,independent,0,
11/1/1844,Mississippi,MS,Other,independent,0,
11/1/1844,Missouri,MO,Polk,democratic,56.97857202,
11/1/1844,Missouri,MO,Clay,whig,43.02142798,
11/1/1844,Missouri,MO,Birney,independent,0,
11/1/1844,Missouri,MO,Other,independent,0,
11/1/1844,New Hampshire,NH,Polk,democratic,55.21784211,
11/1/1844,New Hampshire,NH,Clay,whig,36.32260557,
11/1/1844,New Hampshire,NH,Birney,independent,8.459552321,
11/1/1844,New Hampshire,NH,Other,independent,0,
11/1/1844,New Jersey,NJ,Polk,democratic,49.37190561,
11/1/1844,New Jersey,NJ,Clay,whig,50.45559886,
11/1/1844,New Jersey,NJ,Birney,independent,0.172495523,
11/1/1844,New Jersey,NJ,Other,independent,0,
11/1/1844,New York,NY,Polk,democratic,48.89829218,
11/1/1844,New York,NY,Clay,whig,47.84741974,
11/1/1844,New York,NY,Birney,independent,3.254288078,
11/1/1844,New York,NY,Other,independent,0,
11/1/1844,North Carolina,NC,Polk,democratic,47.60848754,
11/1/1844,North Carolina,NC,Clay,whig,52.38908884,
11/1/1844,North Carolina,NC,Birney,independent,0,
11/1/1844,North Carolina,NC,Other,independent,0.002423626,
11/1/1844,Ohio,OH,Polk,democratic,47.74168546,
11/1/1844,Ohio,OH,Clay,whig,49.68003741,
11/1/1844,Ohio,OH,Birney,independent,2.578277134,
11/1/1844,Ohio,OH,Other,independent,0,
11/1/1844,Pennsylvania,PA,Polk,democratic,50.500947,
11/1/1844,Pennsylvania,PA,Clay,whig,48.59427213,
11/1/1844,Pennsylvania,PA,Birney,independent,0.904780862,
11/1/1844,Pennsylvania,PA,Other,independent,0,
11/1/1844,Rhode Island,RI,Polk,democratic,39.58197788,
11/1/1844,Rhode Island,RI,Clay,whig,59.54782043,
11/1/1844,Rhode Island,RI,Birney,independent,0.870201692,
11/1/1844,Rhode Island,RI,Other,independent,0,
11/1/1844,South Carolina,SC,Polk,democratic,100,
11/1/1844,South Carolina,SC,Clay,whig,0,
11/1/1844,South Carolina,SC,Birney,independent,0,
11/1/1844,South Carolina,SC,Other,independent,0,
11/1/1844,Tennessee,TN,Polk,democratic,49.94873163,
11/1/1844,Tennessee,TN,Clay,whig,50.05126837,
11/1/1844,Tennessee,TN,Birney,independent,0,
11/1/1844,Tennessee,TN,Other,independent,0,
11/1/1844,Vermont,VT,Polk,democratic,36.96368961,
11/1/1844,Vermont,VT,Clay,whig,54.84445719,
11/1/1844,Vermont,VT,Birney,independent,8.130414303,
11/1/1844,Vermont,VT,Other,independent,0.061438899,
11/1/1844,Virginia,VA,Polk,democratic,53.04535321,
11/1/1844,Virginia,VA,Clay,whig,46.95464679,
11/1/1844,Virginia,VA,Birney,independent,0,
11/1/1844,Virginia,VA,Other,independent,0,
11/1/1844,National Popular Vote,NPV,Polk,democrat,49.54,
11/1/1844,National Popular Vote,NPV,Clay,whig,48.08,
11/1/1844,National Popular Vote,NPV,Birney,independent,2.3,
11/7/1848,Alabama,AL,Cass,democratic,50.55709629,
11/7/1848,Alabama,AL,Taylor,whig,49.43641642,
11/7/1848,Alabama,AL,Van Buren,free soil,0,
11/7/1848,Alabama,AL,Other,independent,0.006487293,
11/7/1848,Arkansas,AR,Cass,democratic,55.07460919,
11/7/1848,Arkansas,AR,Taylor,whig,44.92539081,
11/7/1848,Arkansas,AR,Van Buren,free soil,0,
11/7/1848,Arkansas,AR,Other,independent,0,
11/7/1848,Connecticut,CT,Cass,democratic,43.35235104,
11/7/1848,Connecticut,CT,Taylor,whig,48.58809577,
11/7/1848,Connecticut,CT,Van Buren,free soil,8.02109042,
11/7/1848,Connecticut,CT,Other,independent,0.038462771,
11/7/1848,Delaware,DE,Cass,democratic,47.53861004,
11/7/1848,Delaware,DE,Taylor,whig,51.8018018,
11/7/1848,Delaware,DE,Van Buren,free soil,0.65958816,
11/7/1848,Delaware,DE,Other,independent,0,
11/7/1848,Florida,FL,Cass,democratic,42.80161044,
11/7/1848,Florida,FL,Taylor,whig,57.19838956,
11/7/1848,Florida,FL,Van Buren,free soil,0,
11/7/1848,Florida,FL,Other,independent,0,
11/7/1848,Georgia,GA,Cass,democratic,48.51219169,
11/7/1848,Georgia,GA,Taylor,whig,51.48780831,
11/7/1848,Georgia,GA,Van Buren,free soil,0,
11/7/1848,Georgia,GA,Other,independent,0,
11/7/1848,Illinois,IL,Cass,democratic,44.90673858,
11/7/1848,Illinois,IL,Taylor,whig,42.41949982,
11/7/1848,Illinois,IL,Van Buren,free soil,12.60233073,
11/7/1848,Illinois,IL,Other,independent,0.071430865,
11/7/1848,Indiana,IN,Cass,democratic,48.93225621,
11/7/1848,Indiana,IN,Taylor,whig,45.7650309,
11/7/1848,Indiana,IN,Van Buren,free soil,5.302712894,
11/7/1848,Indiana,IN,Other,independent,0,
11/7/1848,Iowa,IA,Cass,democratic,50.46023977,
11/7/1848,Iowa,IA,Taylor,whig,44.58713125,
11/7/1848,Iowa,IA,Van Buren,free soil,4.952628979,
11/7/1848,Iowa,IA,Other,independent,0,
11/7/1848,Kentucky,KY,Cass,democratic,42.54481667,
11/7/1848,Kentucky,KY,Taylor,whig,57.45518333,
11/7/1848,Kentucky,KY,Van Buren,free soil,0,
11/7/1848,Kentucky,KY,Other,independent,0,
11/7/1848,Louisiana,LA,Cass,democratic,45.41132699,
11/7/1848,Louisiana,LA,Taylor,whig,54.58867301,
11/7/1848,Louisiana,LA,Van Buren,free soil,0,
11/7/1848,Louisiana,LA,Other,independent,0,
11/7/1848,Maine,ME,Cass,democratic,45.87161198,
11/7/1848,Maine,ME,Taylor,whig,40.25449358,
11/7/1848,Maine,ME,Van Buren,free soil,13.87389444,
11/7/1848,Maine,ME,Other,independent,0,
11/7/1848,Maryland,MD,Cass,democratic,47.71763015,
11/7/1848,Maryland,MD,Taylor,whig,52.1040921,
11/7/1848,Maryland,MD,Van Buren,free soil,0.178277754,
11/7/1848,Maryland,MD,Other,independent,0,
11/7/1848,Massachusetts,MA,Cass,democratic,26.18294891,
11/7/1848,Massachusetts,MA,Taylor,whig,45.32312168,
11/7/1848,Massachusetts,MA,Van Buren,free soil,28.44791759,
11/7/1848,Massachusetts,MA,Other,independent,0.046011815,
11/7/1848,Michigan,MI,Cass,democratic,47.23579484,
11/7/1848,Michigan,MI,Taylor,whig,36.79512,
11/7/1848,Michigan,MI,Van Buren,free soil,15.96908515,
11/7/1848,Michigan,MI,Other,independent,0,
11/7/1848,Mississippi,MS,Cass,democratic,50.604316,
11/7/1848,Mississippi,MS,Taylor,whig,49.395684,
11/7/1848,Mississippi,MS,Van Buren,free soil,0,
11/7/1848,Mississippi,MS,Other,independent,0,
11/7/1848,Missouri,MO,Cass,democratic,55.0901743,
11/7/1848,Missouri,MO,Taylor,whig,44.9098257,
11/7/1848,Missouri,MO,Van Buren,free soil,0,
11/7/1848,Missouri,MO,Other,independent,0,
11/7/1848,New Hampshire,NH,Cass,democratic,55.41074565,
11/7/1848,New Hampshire,NH,Taylor,whig,29.50063867,
11/7/1848,New Hampshire,NH,Van Buren,free soil,15.08861568,
11/7/1848,New Hampshire,NH,Other,independent,0,
11/7/1848,New Jersey,NJ,Cass,democratic,47.4702515,
11/7/1848,New Jersey,NJ,Taylor,whig,51.47616904,
11/7/1848,New Jersey,NJ,Van Buren,free soil,1.053579469,
11/7/1848,New Jersey,NJ,Other,independent,0,
11/7/1848,New York,NY,Cass,democratic,25.07303529,
11/7/1848,New York,NY,Taylor,whig,47.94075588,
11/7/1848,New York,NY,Van Buren,free soil,26.42802625,
11/7/1848,New York,NY,Other,independent,0.558182584,
11/7/1848,North Carolina,NC,Cass,democratic,44.79787607,
11/7/1848,North Carolina,NC,Taylor,whig,55.16956369,
11/7/1848,North Carolina,NC,Van Buren,free soil,0,
11/7/1848,North Carolina,NC,Other,independent,0.032560236,
11/7/1848,Ohio,OH,Cass,democratic,47.11808061,
11/7/1848,Ohio,OH,Taylor,whig,42.12110972,
11/7/1848,Ohio,OH,Van Buren,free soil,10.76080967,
11/7/1848,Ohio,OH,Other,independent,0,
11/7/1848,Pennsylvania,PA,Cass,democratic,46.66261477,
11/7/1848,Pennsylvania,PA,Taylor,whig,50.28137142,
11/7/1848,Pennsylvania,PA,Van Buren,free soil,3.056013805,
11/7/1848,Pennsylvania,PA,Other,independent,0,
11/7/1848,Rhode Island,RI,Cass,democratic,32.68489467,
11/7/1848,Rhode Island,RI,Taylor,whig,60.77095473,
11/7/1848,Rhode Island,RI,Van Buren,free soil,6.544150605,
11/7/1848,Rhode Island,RI,Other,independent,0,
11/7/1848,South Carolina,SC,Cass,democratic,100,
11/7/1848,South Carolina,SC,Taylor,whig,0,
11/7/1848,South Carolina,SC,Van Buren,free soil,0,
11/7/1848,South Carolina,SC,Other,independent,0,
11/7/1848,Tennessee,TN,Cass,democratic,47.47719719,
11/7/1848,Tennessee,TN,Taylor,whig,52.52280281,
11/7/1848,Tennessee,TN,Van Buren,free soil,0,
11/7/1848,Tennessee,TN,Other,independent,0,
11/7/1848,Texas,TX,Cass,democratic,70.29057126,
11/7/1848,Texas,TX,Taylor,whig,29.70942874,
11/7/1848,Texas,TX,Van Buren,free soil,0,
11/7/1848,Texas,TX,Other,independent,0,
11/7/1848,Vermont,VT,Cass,democratic,22.8454572,
11/7/1848,Vermont,VT,Taylor,whig,48.27010559,
11/7/1848,Vermont,VT,Van Buren,free soil,28.87400359,
11/7/1848,Vermont,VT,Other,independent,0.010433621,
11/7/1848,Virginia,VA,Cass,democratic,50.80105213,
11/7/1848,Virginia,VA,Taylor,whig,49.19894787,
11/7/1848,Virginia,VA,Van Buren,free soil,0,
11/7/1848,Virginia,VA,Other,independent,0,
11/7/1848,Wisconsin,WI,Cass,democratic,38.30107747,
11/7/1848,Wisconsin,WI,Taylor,whig,35.09932084,
11/7/1848,Wisconsin,WI,Van Buren,free soil,26.5996017,
11/7/1848,Wisconsin,WI,Other,independent,0,
11/7/1848,National Popular Vote,NPV,Cass,democrat,42.49,
11/7/1848,National Popular Vote,NPV,Taylor,whig,47.28,
11/7/1848,National Popular Vote,NPV,Van Buren,free soil,10.12,
11/2/1852,Alabama,AL,Pierce,democratic,60.88975468,
11/2/1852,Alabama,AL,Scott,whig,34.11556844,
11/2/1852,Alabama,AL,Hale,free soil,0,
11/2/1852,Alabama,AL,Other,independent,4.994676875,
11/2/1852,Arkansas,AR,Pierce,democratic,62.18010931,
11/2/1852,Arkansas,AR,Scott,whig,37.81989069,
11/2/1852,Arkansas,AR,Hale,free soil,0,
11/2/1852,Arkansas,AR,Other,independent,0,
11/2/1852,California,CA,Pierce,democratic,53.01523239,
11/2/1852,California,CA,Scott,whig,46.83244369,
11/2/1852,California,CA,Hale,free soil,0.079416743,
11/2/1852,California,CA,Other,independent,0.072907174,
11/2/1852,Connecticut,CT,Pierce,democratic,49.78811339,
11/2/1852,Connecticut,CT,Scott,whig,45.46053518,
11/2/1852,Connecticut,CT,Hale,free soil,4.733382249,
11/2/1852,Connecticut,CT,Other,independent,0.017969183,
11/2/1852,Delaware,DE,Pierce,democratic,49.85402036,
11/2/1852,Delaware,DE,Scott,whig,49.65675057,
11/2/1852,Delaware,DE,Hale,free soil,0.48922907,
11/2/1852,Delaware,DE,Other,independent,0,
11/2/1852,Florida,FL,Pierce,democratic,60.03058529,
11/2/1852,Florida,FL,Scott,whig,39.96941471,
11/2/1852,Florida,FL,Hale,free soil,0,
11/2/1852,Florida,FL,Other,independent,0,
11/2/1852,Georgia,GA,Pierce,democratic,64.69517453,
11/2/1852,Georgia,GA,Scott,whig,26.60236962,
11/2/1852,Georgia,GA,Hale,free soil,0,
11/2/1852,Georgia,GA,Other,independent,8.702455849,
11/2/1852,Illinois,IL,Pierce,democratic,51.86547421,
11/2/1852,Illinois,IL,Scott,whig,41.77023243,
11/2/1852,Illinois,IL,Hale,free soil,6.364293365,
11/2/1852,Illinois,IL,Other,independent,0,
11/2/1852,Indiana,IN,Pierce,democratic,52.05000819,
11/2/1852,Indiana,IN,Scott,whig,44.16716711,
11/2/1852,Indiana,IN,Hale,free soil,3.782824698,
11/2/1852,Indiana,IN,Other,independent,0,
11/2/1852,Iowa,IA,Pierce,democratic,50.22904649,
11/2/1852,Iowa,IA,Scott,whig,44.83655695,
11/2/1852,Iowa,IA,Hale,free soil,4.541341477,
11/2/1852,Iowa,IA,Other,independent,0.393055084,
11/2/1852,Kentucky,KY,Pierce,democratic,48.32277886,
